[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[NO] 553/1869 | Robust Rigid and Non-Rigid Medical Image Registration Using Learnable Edge Kernels
[NO] 554/1869 | The chromatic number of finite projective spaces
[NO] 555/1869 | Mofasa: A Step Change in Metal-Organic Framework Generation
[NO] 556/1869 | AgriLiRa4D: A Multi-Sensor UAV Dataset for Robust SLAM in Challenging Agricultural Fields
[NO] 557/1869 | Continuity inequalities for sandwiched Rényi and Tsallis conditional entropies with application to the channel entropy continuity
[NO] 558/1869 | Transition Metal Dichalcogenide 1T$'$-MoTe$_2$ Nanoscale Films as Spin Pumping Platforms
[NO] 559/1869 | Injection and Acceleration of Electrons by Radially Polarized Laser Pulses in a Plasma Channel
[NO] 560/1869 | Bounds for the largest eigenvalue and sum of Laplacian eigenvalues of signed graphs
[NO] 561/1869 | Probabilistic Neuro-Symbolic Reasoning for Sparse Historical Data: A Framework Integrating Bayesian Inference, Causal Models, and Game-Theoretic Allocation
[NO] 562/1869 | Electron-induced single-pion production to constrain the neutron structure in $^{40}$Ar. A proof of concept
[NO] 563/1869 | Light drag in nonuniformly moving anisotropic media through the lens of gradient-index optics
[NO] 564/1869 | StreamGaze: Gaze-Guided Temporal Reasoning and Proactive Understanding in Streaming Videos
[NO] 565/1869 | Optical modulation of Gate-Induced Electron Trapping via Persistent Photoconductivity in STO/Al Heterostructures
[NO] 566/1869 | Self-Organized Freeform Waveguiding
[NO] 567/1869 | Quasinormal modes of Reissner-Nordström-AdS black holes under physical field-vanishing boundary conditions
[NO] 568/1869 | DreamingComics: A Story Visualization Pipeline via Subject and Layout Customized Generation using Video Models
[NO] 569/1869 | Transition from Outside-in to Inside-Out at $z\sim 2$: Evidence from Radial Profiles of Specific Star Formation Rate based on JWST/HST
[NO] 570/1869 | Bridging the Scale Gap: Balanced Tiny and General Object Detection in Remote Sensing Imagery
[NO] 571/1869 | HalluGraph: Auditable Hallucination Detection for Legal RAG Systems via Knowledge Graph Alignment
[NO] 572/1869 | DB-KAUNet: An Adaptive Dual Branch Kolmogorov-Arnold UNet for Retinal Vessel Segmentation
[NO] 573/1869 | Stability of Neutron-Dark Matter Mixed Stars and Hybrid Stars
[NO] 574/1869 | Equivalence of Stability Criteria for Multi-Fluid Stars
[NO] 575/1869 | Generative Editing in the Joint Vision-Language Space for Zero-Shot Composed Image Retrieval
[NO] 576/1869 | Accelerated Machine Learning Force Field for Predicting Thermal Conductivity of Organic Liquids
[NO] 577/1869 | Temperature Dependence of Charge and Exciton Transport in One-Dimensional Systems Subject to Static and Dynamic Disorder
[NO] 578/1869 | On the stability of Einstein metrics carrying a special twisted spinor
[NO] 579/1869 | Effects of Turbulent Energy Exchange between Electrons and Ions on Global Temperature Profiles
[NO] 580/1869 | When High-Performance Computing Meets Software Testing: Distributed Fuzzing using MPI
[NO] 581/1869 | Uniqueness of the Bonnet problem in Thurston geometries
[NO] 582/1869 | Constant curvature curves in dual affine and dual Lorentz-Minkowski planes
[NO] 583/1869 | The Spin-MInt Algorithm: an Accurate and Symplectic Propagator for the Spin-Mapping Representation of Nonadiabatic Dynamics
[NO] 584/1869 | Gravitational Memory Effect in the Massless Vector Field
[NO] 585/1869 | Beyond the Hype: A Large-Scale Empirical Analysis of On-Chain Transactions in NFT Scams
[NO] 586/1869 | IVE: An Accelerator for Single-Server Private Information Retrieval Using Versatile Processing Elements
[YES] 587/1869 | OpenDORS: A dataset of openly referenced open research software
[NO] 588/1869 | The emergence of inherently 9-dimensional one-loop couplings from T-duality
[NO] 589/1869 | Estimating the prevalence of LLM-assisted text in scholarly writing
[NO] 590/1869 | Neural Network Perturbation Theory (NNPT): Learning Residual Corrections from Exact Solutions
[NO] 591/1869 | Fermi-liquid view of viscosity in cold and dense nucleon matter
[NO] 592/1869 | Characterizing the Post-Red Supergiant binary system AFGL 4106 and its complex nebula with SPHERE/VLT
[NO] 593/1869 | FlashVGGT: Efficient and Scalable Visual Geometry Transformers with Compressed Descriptor Attention
[NO] 594/1869 | Functional-Analytic Justification of the Time-Domain Foldy-Lax Approximation for Dispersive Acoustic Media: A Feynman-Diagram Viewpoint
[NO] 595/1869 | Defect-Limited Efficiency of Pnictogen Chalcohalide Solar Cells
[NO] 596/1869 | The Hubble Missing Globular Cluster Survey. II. Survey membership tools and kinematic analysis of NGC 6749
[NO] 597/1869 | End-to-end Deep Reinforcement Learning for Stochastic Multi-objective Optimization in C-VRPTW
[NO] 598/1869 | Enhanced detection limits in the SHINE F150 survey through the Regime Switching Model Optimizing thresholds and investigating environmental noise
[NO] 599/1869 | A mixture of distributed lag non-linear models to account for spatially heterogeneous exposure-lag-response associations
[YES] 600/1869 | SynthStrategy: Extracting and Formalizing Latent Strategic Insights from LLMs in Organic Chemistry
[NO] 601/1869 | Walking on the Fiber: A Simple Geometric Approximation for Bayesian Neural Networks
[NO] 602/1869 | Standard Model and SMEFT Higgs theory overview
[NO] 603/1869 | Heuristic algorithms for the stochastic critical node detection problem
[NO] 604/1869 | DuckDB on xNVMe
[NO] 605/1869 | Non-Markovian dynamics in ice nucleation
[NO] 606/1869 | Identifiability Conditions for Acoustic Feedback Cancellation with the Two-Channel Adaptive Feedback Canceller Algorithm
[NO] 607/1869 | Path-integrals and optimal paths for the fractional Ornstein-Uhlenbeck process
[NO] 608/1869 | Sulfate phantoms to mimic NIR photoacoustic response of whole blood at selected oxygen saturations
[NO] 609/1869 | The dual footprint of artificial intelligence: environmental and social impacts across the globe
[NO] 610/1869 | Reinventing Clinical Dialogue: Agentic Paradigms for LLM Enabled Healthcare Communication
[NO] 611/1869 | $\mathbf{M^3A}$ Policy: Mutable Material Manipulation Augmentation Policy through Photometric Re-rendering
[NO] 612/1869 | Inside Qubic's Selfish Mining Campaign on Monero: Evidence, Tactics, and Limits
[YES] 613/1869 | A Flexible Multi-Agent LLM-Human Framework for Fast Human Validated Tool Building
[NO] 614/1869 | A consistency theorem for cardinal sequences of length $< ω_3$
[NO] 615/1869 | DyFuLM: An Advanced Multimodal Framework for Sentiment Analysis
[NO] 616/1869 | Dense Matchings of Linear Size in Graphs of Independence Number 2
[NO] 617/1869 | Beyond Loss Guidance: Using PDE Residuals as Spectral Attention in Diffusion Neural Operators
[NO] 618/1869 | SocialDriveGen: Generating Diverse Traffic Scenarios with Controllable Social Interactions
[NO] 619/1869 | A priori bounds for certified Krawczyk homotopy tracking
[NO] 620/1869 | OpenBox: Annotate Any Bounding Boxes in 3D
[NO] 621/1869 | Handwritten Text Recognition for Low Resource Languages
[NO] 622/1869 | A comprehensive analysis of Barrow holographic Chaplygin gas model reconstruction and its cosmological consequences
[NO] 623/1869 | Optimizing Stroke Risk Prediction: A Machine Learning Pipeline Combining ROS-Balanced Ensembles and XAI
[NO] 624/1869 | FOD-S2R: A FOD Dataset for Sim2Real Transfer Learning based Object Detection
[NO] 625/1869 | TokenPure: Watermark Removal through Tokenized Appearance and Structural Guidance
[NO] 626/1869 | MetaCQ: An etextbook platform with an Open Learner Model to support Metacognition
[YES] 627/1869 | Drafting and Multi-Input Switching in Digital Dynamic Timing Simulation for Multi-Input Gates
[NO] 628/1869 | On the analytical behavior of the $k$--$ω$ turbulence model in buoyant-driven thermal convection
[NO] 629/1869 | Universal $L^2$-torsion and sutured decomposition for 3-manifolds
[NO] 630/1869 | Inferring Dynamic Hidden Graph Structure in Heterogeneous Correlated Time Series
[NO] 631/1869 | Diffusion Model in Latent Space for Medical Image Segmentation Task
[NO] 632/1869 | OntoMetric: An Ontology-Guided Framework for Automated ESG Knowledge Graph Construction
[NO] 633/1869 | Kardia-R1: Unleashing LLMs to Reason toward Understanding and Empathy for Emotional Support via Rubric-as-Judge Reinforcement Learning
[NO] 634/1869 | Visibility-aware Cooperative Aerial Tracking with Decentralized LiDAR-based Swarms
[NO] 635/1869 | The Dynamical Model Representation of Convolution-Generated Spatio-Temporal Gaussian Processes and Its Applications
[NO] 636/1869 | Volatility change point detection for linear parabolic SPDEs
[NO] 637/1869 | Pascal-Weighted Genetic Algorithms: A Binomially-Structured Recombination Framework
[NO] 638/1869 | Benchmarking and Understanding Safety Risks in AI Character Platforms
[NO] 639/1869 | Bayesian Optimization for Non-Cooperative Game-Based Radio Resource Management
[NO] 640/1869 | The Theory of Normality for Dynamically Generated Cantor Series Expansions
[NO] 641/1869 | Multiquadratic Sum-of-Squares Lower Bounds Imply VNC$^1$ $\neq$ VNP
[NO] 642/1869 | Asymptotic stability of solitary waves for the b-family of equations
[NO] 643/1869 | Effect of super-Gaussian pulse shape on pair production in chirped electric field with spatial inhomogeneity
[NO] 644/1869 | Experimental Witness of Quantum Jump Induced High-Order Liouvillian Exceptional Points
[NO] 645/1869 | Near-field perturbation of laser filament enabling simultaneous far-field THz diagnosis and broadband calculus processing
[NO] 646/1869 | Analysis of $H \to J/ψ+γ$ up to Next-to-Next-to-Leading Order QCD Corrections
[NO] 647/1869 | Knowledge Graph Augmented Large Language Models for Next-Visit Disease Prediction
[NO] 648/1869 | Pay Attention Later: From Vector Space Diffusion to Linearithmic Spectral Phase-Locking
[NO] 649/1869 | Research on Milling Machine Predictive Maintenance Based on Machine Learning and SHAP Analysis in Intelligent Manufacturing Environment
[NO] 650/1869 | The Evolution of Learning Algorithms for Artificial Neural Networks
[NO] 651/1869 | Role of Quantum Geometry in the Competition between Higgs Mode and Quasiparticles in Third-Harmonic Generation of Superconductors
[NO] 652/1869 | Fractional Diffusion Bridges
[NO] 653/1869 | Finite-slope universal Rankin-Selberg p-adic L-function
[YES] 654/1869 | Reverse Engineering and Control-Aware Security Analysis of the ArduPilot UAV Framework
[NO] 655/1869 | Gaussian Process State-Space Modeling and Particle Filtering for Time Series Decomposition and Nonlinear Signal Extraction
[NO] 656/1869 | Stability threshold of the 2D Boussinesq system near Couette flow in an infinite channel
[NO] 657/1869 | Spatial structure and magnetism of a spin-orbit entangled spin-1 coherent spin center: the manganese neutral acceptor in a III-V semiconductor
[NO] 658/1869 | Implicitly Normalized Online PCA: A Regularized Algorithm with Exact High-Dimensional Dynamics
[NO] 659/1869 | A discrete approach to Dirichlet L-functions via spectral models: special values and zeros
[NO] 660/1869 | Topological superconductivity and superconducting diode effect mediated via unconventional magnet and Ising spin-orbit coupling
[NO] 661/1869 | Investigating Circumstellar Atomic Radiation-driven Dynamics
[NO] 662/1869 | Statistical Properties of the Rooted-Tree Encoding of $\mathbb{N}$
[NO] 663/1869 | Order and shape dependence of mechanical relaxation in proliferating active matter
[NO] 664/1869 | The partial K function
[NO] 665/1869 | Completeness of reparametrization-invariant Sobolev metrics on the space of surfaces
[NO] 666/1869 | Does Flatness imply Generalization for Logistic Loss in Univariate Two-Layer ReLU Network?
[NO] 667/1869 | On the importance of numerical integration details for homogeneous flow simulation
[NO] 668/1869 | GASTRO library II: Exploring Chemical Bimodalities in Disk Galaxies with GSE-like Mergers and Massive Star-forming Clumps
[NO] 669/1869 | Revisiting wideband pulsar timing measurement
[NO] 670/1869 | Visual Sync: Multi-Camera Synchronization via Cross-View Object Motion
[NO] 671/1869 | The Art of Scaling Test-Time Compute for Large Language Models
[NO] 672/1869 | Learning Visual Affordance from Audio
[NO] 673/1869 | Heterometallic spin-1/2 quantum magnet under hydrostatic pressure
[NO] 674/1869 | PAI-Bench: A Comprehensive Benchmark For Physical AI
[NO] 675/1869 | A Dual Approach for Hierarchical Information-Theoretic Tree Abstractions
[NO] 676/1869 | ECO: Energy-Constrained Operator Learning for Chaotic Dynamics with Boundedness Guarantees
[NO] 677/1869 | A Heptalemma for Quantum Mechanics
[NO] 678/1869 | Orientational lineage memory and mechanical ordering during diffusion-limited growth
[NO] 679/1869 | Laser Structured Optical Interposer for Ultra-dense Vertical Coupling of Multi-core Fibers to Silicon Photonic Chip
[NO] 680/1869 | Arbitrage-Free Option Price Surfaces via Chebyshev Tensor Bases and a Hamiltonian Fog Post-Fit
[NO] 681/1869 | Semigroups For Initial-Boundary Value Problems
[NO] 682/1869 | Absence of Exponential Stability and Polynomial Stabilization in a Class of Beam Models with Tip Rotary Inertia
[NO] 683/1869 | Divisibility Relations and $\mathcal{D}$-Extremal ideals
[NO] 684/1869 | Admittance and critical current of nonreciprocal Josephson junctions
[NO] 685/1869 | KV Pareto: Systems-Level Optimization of KV Cache and Model Compression for Long Context Inference
[NO] 686/1869 | Script: Graph-Structured and Query-Conditioned Semantic Token Pruning for Multimodal Large Language Models
[NO] 687/1869 | Automated Compilation Including Dropouts: Tolerating Defective Components in Stabiliser Codes
[NO] 688/1869 | Event-triggered control of nonlinear systems from data
[NO] 689/1869 | Quantum Recoherence in Presence of Excited States in the Early Universe
[NO] 690/1869 | SVRG and Beyond via Posterior Correction
[NO] 691/1869 | Nested Sampling for ARIMA Model Selection in Astronomical Time-Series Analysis
[NO] 692/1869 | Jacobi Forms of Affine Weight in Higher Cogenus and Nearly Holomorphic Functions
[YES] 693/1869 | Rectifying LLM Thought from Lens of Optimization
[NO] 694/1869 | Parametric processes in nonlinear structures with reflections: a transfer matrix method approach
[NO] 695/1869 | Dirichlet heat kernel estimates for parabolic nonlocal equations
[NO] 696/1869 | A Footprint-Aware, High-Resolution Approach for Carbon Flux Prediction Across Diverse Ecosystems
