[2025-11-20 09:10:57] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-19
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511190000+TO+202511192359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2025-11-19 | Towards Generalizable Deepfake Detection by Primary Region Regularization
[NO] 303/1000 | AL QADAI: Arabic Virtual Judge for Moroccan Legal Reasoning Using Large Language Models
[NO] 304/1000 | Fault Estimation of IMT Systems in Electric Vehicles via KalmanNet
[NO] 305/1000 | Bearing Fault Diagnosis Method Based On Multi-Scale Convolutional Neural Network With Integrated Multi-Attention
[NO] 306/1000 | Fault section location method for distribution networks based on graph neural networks
[NO] 307/1000 | Research on Predictive Maintenance Methods for Nuclear Power Equipment Based on Artificial Intelligence
[NO] 308/1000 | Large Language Models in Healthcare: A Review
[NO] 309/1000 | Nonlinear Diffusion Filtering Algorithm in Wavelet Domain for Mechanical Vibration Signal
[NO] 310/1000 | Federated Local Staircase Training for Photovoltaic Cell Fault Detection: Improving Rare Class Detection
[NO] 311/1000 | Research on Risk Assessment and Safety Design of Intelligent Battery Swapping Systems in Underground Coal Mines
[NO] 312/1000 | Experimental study on permeability of porous transport layers for proton exchange membrane water electrolyzers
[NO] 313/1000 | A Physical-Data Hybrid Method of Multi-Fault Diagnosis for eVTOL Under Closed-Loop Control
[NO] 314/1000 | A Study on Ultra-Short-Term Photovoltaic Power Forecasting Based on Multi-Scale TCN-Attention Mechanism
[NO] 315/1000 | Rethinking Big Data Value Chains: A Comparative Framework Across Hadoop, Modern, and Cloud Stacks
[NO] 316/1000 | Sustaintify: A Solution to Driving Sustainable Behavioral Change
[NO] 317/1000 | Analysis of Investment Allocation Model Strategy for Distribution Network
[NO] 318/1000 | Longitudinal Classification of Archery Training Stages based on sEMG
[NO] 319/1000 | Advanced Spectral Efficiency Assessment for Expert 4G/5G RAN Network Design
[NO] 320/1000 | Design of Qibla Direction Assistant Using Arduino
[NO] 321/1000 | Route Optimization using K-Means and TSP Integration: A Case Study of Thailand’s School Milk Program
[NO] 322/1000 | Multi-Agent Data Fusion: Methods, Challenges, and Trends
[NO] 323/1000 | Discriminative Representation Learning for Remote Sensing Visual Question Answering
[NO] 324/1000 | <i>sketchPro</i>
                    : Identifying Top-k Items Based on Probabilistic Update on Programmable Data Plane
[NO] 325/1000 | Comparative Analysis of PI and LQR Control for PMSM in Electric Traction System
[NO] 326/1000 | EEG-Infinity: A Mathematical Modeling-Inspired Architecture for Addressing Cross-Device Challenges in Motor Imagery
[NO] 327/1000 | Personalized Model-Driven Adaptive Task Facilitates Visuomotor Skill Learning Mediated by Promoting Flow Experience
[NO] 328/1000 | 3-D Forward Modeling and Characteristic Analysis of Magnetic Multi-Quantities for Fractal Magnetic Anomaly Body
[NO] 329/1000 | Optimal Control Theoretic Neural Optimizer: From Backpropagation to Dynamic Programming
[NO] 330/1000 | Steganography via Neural Network Parameter Initialization with High Fidelity and Imperceptibility
[NO] 331/1000 | Spatial-Frequency Enhanced Mamba for Multi-Modal Image Fusion
[NO] 332/1000 | Nitrous Oxide Emission Prediction Using IoT Soil and Weather Sensor Data
[NO] 333/1000 | Low-Complexity Hardware Solutions for Baseband Algorithms in Massive MIMO Systems
[NO] 334/1000 | Author Index
[NO] 335/1000 | Table of Contents
[NO] 336/1000 | Critical Design Strategy: a Method for Heuristically Evaluating Visualisation Designs
[NO] 337/1000 | Human-Machine Cooperative Control of Intelligent Vehicles Considering the Trajectory Tracking Accuracy and Driver Load
[NO] 338/1000 | An Efficient Hardware Compression Technique for Low-Power Spiking Neural Networks
[NO] 339/1000 | Numerical study of heat diffusion in a heterogeneous cavity using Lattice Boltzmann method
[NO] 340/1000 | Nonlinear Fatigue Reliability Analysis Based on A Modified Toughness Exhaustion Damage Model
[NO] 341/1000 | Inverse-Time Overcurrent Protection Algorithm for Solid-State Power Controllers Based on FPGA
[NO] 342/1000 | Classification of Transient High-Frequency Pulses Using a PSO-KELM Hybrid Model with Adaptive Feature Optimization on kpPT
[NO] 343/1000 | Enhanced Forecasting of Photovoltaic Power Output via a Modified Metaheuristic Algorithm
[NO] 344/1000 | Mathematics Problem Classification Based on Pretrained Language Models
[NO] 345/1000 | Planning method for electric vehicle charging stations and distributed power sources based on improved beetle optimization algorithm
[NO] 346/1000 | Three Dimensional Arc Synthesis Method Based on Binocular Camera Shooting Results and Experimental Application of SF
                    <sub>6</sub>
                    Circuit Breaker
[NO] 347/1000 | Power Quality Improvement Using Phase Transposition for Multi-Motor System With Variable Speed Drives Using Diode-Bridge Rectifier
[NO] 348/1000 | Towards Few-Shot Large Language Models for Vietnamese Spoken Question Answering
[NO] 349/1000 | Based on Machine Learning and SHAP Interpretive Analysis to Identify Patients with Anxiety and Depression
[NO] 350/1000 | Research on UAV Path Planning Based on Improved A-star Algorithm for Power Inspection Times
[NO] 351/1000 | Strategy for Distribution Networks Considering Dual Uncertainties of Faulted Lines and Photovoltaic Generation
[NO] 352/1000 | Beyond Pairwise Connectivity: High-Order EEG Functional Network Representations Enhance Individualized Prediction of Depression Severity
[NO] 353/1000 | Fatigue Damage Monitoring Sensors for Structural Damage Quantification
[NO] 354/1000 | Enhancing User Engagement in Project Management Systems Through UX Evaluation of Gamification Features
[NO] 355/1000 | Artificial Intelligence in the Energy Sector: Regulatory Compliance, Challenges, and Cybersecurity Implications
[NO] 356/1000 | The Future of YOLO: How Open-Vocabulary Detection Evolves Conventional YOLO Architecture in Addressing Imbalanced Datasets
[NO] 357/1000 | Design and Application of Oil Online Monitoring System Based on EIS Sensor and WLAN
[NO] 358/1000 | LD-Net: A Progressive Fusion Network for Enhanced Target Detection in Synthetic Aperture Radar Images
[NO] 359/1000 | An Adaptive Dynamic Multiscale Attention Network for Remote Sensing Object Detection
[NO] 360/1000 | Study on Quantitative Evaluation Method of Tank Bottom Corrosion Based on On-Line Acoustic Emission
[NO] 361/1000 | Deep Network-Driven State Space Modeling for Rolling Bearing Degradation Prediction
[NO] 362/1000 | Complex-Valued End-to-End Space Target Recognition via Integrated Network of Enhanced Imaging and Recognition
[NO] 363/1000 | Study on Ultrasonic Guided Wave Monitoring Technology for Weld Corrosion in Rocket Propellant Tank Repeated Pressurization Tests
[NO] 364/1000 | Integrate digital twin with improved TCN-BiLSTM for multi-load prediction model
[NO] 365/1000 | Electrical Data Acquisition Method and Implementation for On-Load Tap Changers
[NO] 366/1000 | Distributed Generation for Loss Minimization: An Optimal Placement and Sizing Strategy in Radial Distribution Networks
[NO] 367/1000 | Extraction of Abrasion Scratch Topography from Worn Potentiometer Resistive Film Surface Using Vision-Based 3D Reconstruction Coupled with Optical Microscope
[NO] 368/1000 | Heart Rate Measurement by Tracking Involuntary Head Movement
[NO] 369/1000 | Path Percolation with Link Recycling and Fidelity Based Routing in Quantum Networks
[NO] 370/1000 | A CAN Bus Based Monitoring System for Elevator Bottoming and Overrun Faults
[NO] 371/1000 | Design of Double-Resistor Damped Double-Tuned AC Filters for Harmonic Management of LCCHVDC Systems using Arctic Puffin Optimizer
[NO] 372/1000 | Arabic Sign Language Recognition using MediaPipe and Deep Neural Network
[NO] 373/1000 | Predicting Depression Treatment Outcome Using Daily Step Count Sensory Data
[NO] 374/1000 | Design, Construction, and Experiment of Roller Shaped High-temperature Superconducting Coil Joint Apparatus
[NO] 375/1000 | Lyapunov-based Control Barrier Functions for Real-Time Safe Navigation in Three-dimension Complex Environments
[NO] 376/1000 | Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection
[NO] 377/1000 | Cover
[NO] 378/1000 | Impact-Angle-Constrained Guidance via Virtual Targets for Large Initial Heading Errors
[NO] 379/1000 | Enhancing Communication Security in TDMA-based Multi-User VLC with Obstructed Links: A Relay-Aided Cooperative Transmission and Jamming Approach
[NO] 380/1000 | Forest Tree Species Classification Based on Deep Ensemble Learning by Fusing High-Resolution, Multi-Temporal, and Hyperspectral Multi-Source Remote Sensing Data
[NO] 381/1000 | Interpretable Fair Value Hierarchy Classification via Hybrid Transformer-GNN Architecture
[NO] 382/1000 | Enhancing Redactable Blockchain With Robust and Efficient Threshold Redaction
[NO] 383/1000 | Application of Convolution Neural Network for Unfolding Simulated Neutron Spectra of an Activation Spectrometer
[NO] 384/1000 | Classification and Analysis of Packaging Design Styles Based on Visual Feature Extraction
[NO] 385/1000 | VLF Scattering Characteristics of Dielectric Cylinder Receiving Antennas in an Anisotropic Magnetoplasma
[YES] 386/1000 | Graph Retrieval-Augmented Generation: A Survey
[NO] 387/1000 | Decision letter for "Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection"
[YES] 388/1000 | Multimodal Fusion for Smart Contract Vulnerability Detection: An Experimental Dive
[NO] 389/1000 | Mitigating Class Imbalance in Chest X-Ray Classification With Memory-Augmented Models
[NO] 390/1000 | SAR Image Small Target Detection Algorithm Based on Improved YOLOv8
[NO] 391/1000 | Enhanced ECG Classification Using Deep Convolutional Neural Networks
[NO] 392/1000 | FPGA-Based Hardware Acceleration for EEG Signal Classification in Brain-Computer Interfaces
[NO] 393/1000 | Facial Expression Recognition Using Deep Learning: A Hybrid Approach with ResNet121 and LightGBM
[NO] 394/1000 | Research on Remote Control Link of Target Vehicle Considering MQTT Communication Delay Interference
[NO] 395/1000 | Inverse Physics-Constrained Learning for Robust Fault Diagnosis in Robotic Joint Transmission Systems
[NO] 396/1000 | Defect Detection in Terahertz Images by the Enhanced YOLOv8 Network
[NO] 397/1000 | Spare Parts Demand Forecasting and Reserve Optimization: A Gradient Descent Approach with Real-Data Validation
[NO] 398/1000 | Optimal Decision-Making Model for Renewable Energy Cost Analysis in Cross-Regional DC Transmission Channels under Medium-to-Long Term and Spot Trading Modes
[NO] 399/1000 | High Availability Microclustering Server Using Kubernetes K3s and Haproxy on Raspberry Pi
[NO] 400/1000 | Predictive Analytics for B2B Customer Retention: a Machine Learning Random Forest Based on Net Promoter Score Model
[NO] 401/1000 | A Novel Calculation Method of AC Losses in Hairpin Windings Considering Comprehensive Loss Sources
[NO] 402/1000 | Achieving High Accuracy and User-Friendliness in BCI Systems: A Novel Relative Chromatic Quinary m-Sequence VEP Approach
[NO] 403/1000 | Bird Detection and Tracking Scheme Around Transmission line Based on Target Tracking Algorithm and YOLOv8
[NO] 404/1000 | Influence of Inerter on the Dynamic Vibration Absorber Based on ISD System
[NO] 405/1000 | ArborNet: Featherweight Representation Learning for Real-Time Cashew Nut Quality Classification
[NO] 406/1000 | Damage Imaging with Asymmetric Propagation of Lamb Waves in VariableThickness Plates
[NO] 407/1000 | Design and Application of Intelligent Operation and Maintenance System for Photovoltaic Power Stations Based on Cloud-Edge-End Collaboration
[NO] 408/1000 | Authentication Using “Brain-Computer Interface Based on EEG Signals” Technologies
[NO] 409/1000 | Attention-Guided Fusion for Multimodal Aspect-Based Sentiment Analysis
[NO] 410/1000 | Research on the Layout of Charging Facilities in the Airport Airfield Based on the Genetic Algorithm
[NO] 411/1000 | An Intelligent Detection Method for Equipment Based on SVDD
[NO] 412/1000 | YOLO-Pest: A Robust Model for Golden Apple Snail Detection
[NO] 413/1000 | Designing a Blockchain-Based Model for International Labor Mobility: Technical Architecture and Stakeholder Logic
[NO] 414/1000 | A Smart University Ontology for Educational Data Mining
[NO] 415/1000 | Modeling Resilience in Emergency Supply Chains: A Systematic Literature Review
[NO] 416/1000 | A bibliometric analysis of trends and future directions in the relationship between Industry 4.0 technologies and quality management systems
[NO] 417/1000 | Remote Sensing Image Detection Algorithm Based on Contextual Semantic Information Awareness Networks
[NO] 418/1000 | Selection of Typical Operating Scenarios for High-Penetration Renewable Energy Power Systems Based on Clustering and Probabilistic Modeling
[NO] 419/1000 | Systematic Evaluation of YOLO in Student Behavior Detection - A New Dataset
[YES] 420/1000 | Intent-Based Automatic Security Enhancement Method Towards Service Function Chain
[NO] 421/1000 | YOLO-MFG: Multi-Scale and Feature-Preserving YOLO with Gated Attention for Remote Sensing Object Detection
[NO] 422/1000 | MVFMNet: A Lightweight Network for Remote Sensing Image Super-Resolution
[NO] 423/1000 | Social and Ethical Challenges in Future 6G Networks
[NO] 424/1000 | Table of Contents
[NO] 425/1000 | Trade-Off Design of Delay-Phase Beamforming for Wideband THz Enabled XL-MIMO ISAC System
[NO] 426/1000 | ACIMC: A 342.7-TOPS/mm
                    <sup>2</sup>
                    eDRAM-Based Analog Cryogenic In-Memory Computing Macro
[NO] 427/1000 | <b>
                      <i>N $^{2}$ LoS</i>
                    </b>
                    : Single-Tag mmWave Backscatter for Robust Non-Line-of-Sight Localization
[NO] 428/1000 | Robust Compressed Double Diffusion Estimation Algorithm for IoT Based on Maximum Correntropy Criterion
[NO] 429/1000 | Research on Correction of Current Probe Transfer Impedance Based on Cubic Spline Interpolation
[NO] 430/1000 | High-Security 5G Smart Meter Enabling Real-Time Electricity Trading
[NO] 431/1000 | Design and Parameters Simulation Optimization of a Spiral-Shaped Probe Electrostatic Sensor
[NO] 432/1000 | Human Activity Classification Using 2D Tensor Representation of 3D Point Cloud Data from FMCW Radar
[NO] 433/1000 | A Standalone Device for Stress Detection in Individuals With Visual Impairments Using Fuzzy-Based Noninvasive Techniques
[NO] 434/1000 | Topology Optimization of Liquid Cooling Plate Channels for Enhanced Thermal Management in Electronic Devices
[NO] 435/1000 | Towards an Overview of Artificial intelligence in Healthcare
[NO] 436/1000 | Few-Shot Health State Recognition of Wind Turbine Drivetrain Using Denoising Diffusion Probabilistic Model and Self-taught Learning Network
[NO] 437/1000 | Cascaded Wavelet-Driven Global Interpretable Model for Bearing Fault Diagnosis
[NO] 438/1000 | Robust Sparse Subspace Tracking from Corrupted Data Observations
[NO] 439/1000 | Negative Transfer Suppression and Cross-Domain Fault Diagnosis Based on Contrastive Learning Multi-Source Domain Adaptation Network
[NO] 440/1000 | Performance Evaluation of PSO-Optimized PI Controller for Quadratic Boost Converter: A Comparative Study of ITAE, IAE, ITSE, and ISE Objective Functions
