[2026-01-14 09:18:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-13
正在获取论文...
[arXiv] 2026-01-13 | Gyral-Sulcal-Net: An Integrated Network Representation of Brain Folding Patterns
[NO] 539/1742 | Markovian Pre-Trained Transformer for Next-Item Recommendation
[NO] 540/1742 | Sparsity Is Necessary: Polynomial-Time Stability for Agentic LLMs in Large Action Spaces
[NO] 541/1742 | Med-CoReasoner: Reducing Language Disparities in Medical Reasoning via Language-Informed Co-Reasoning
[NO] 542/1742 | AIMC-Spec: A Benchmark Dataset for Automatic Intrapulse Modulation Classification under Variable Noise Conditions
[NO] 543/1742 | Large Artificial Intelligence Model Guided Deep Reinforcement Learning for Resource Allocation in Non Terrestrial Networks
[NO] 544/1742 | Improving Zero-shot ADL Recognition with Large Language Models through Event-based Context and Confidence
[NO] 545/1742 | Reference-frame-independent Quantum secure direct communication
[NO] 546/1742 | Effect of water soaking and rooting substrates on the rooting development of salakhani pomegranate hardwood cuttings
[NO] 547/1742 | Influence of Local Icosahedral Short-Range Order on the Magnetization Dynamics of Amorphous Cobalt-Iron Nanodisks
[NO] 548/1742 | Phase-Textured Complex Viscosity in Linear Viscous Flows: Non-Normality Without Advection, Corner Defects, and 3D Mode Coupling
[YES] 549/1742 | Quantum State Discrimination Enhanced by FPGA-Based AI Engine Technology
[NO] 550/1742 | Diverse Origins of Broad H$α$ Lines in Heavily Obscured AGNs Revealed by Multi-epoch Spectroscopy
[NO] 551/1742 | Critical set for surface diffeomorphisms revisited
[NO] 552/1742 | Arithmetic dynamics and Generalized Fermat's conjecture
[NO] 553/1742 | Human-inspired Global-to-Parallel Multi-scale Encoding for Lightweight Vision Models
[NO] 554/1742 | ForgetMark: Stealthy Fingerprint Embedding via Targeted Unlearning in Language Models
[NO] 555/1742 | Wasserstein-p Central Limit Theorem Rates: From Local Dependence to Markov Chains
[NO] 556/1742 | Second-order Gaussian directional derivative representations for image high-resolution corner detection
[NO] 557/1742 | Research on Mechanical Properties and Deformation-Fracture Energy Consumption Characteristics of Plateau Frozen Rocks
[NO] 558/1742 | Prompt-Based Clarity Evaluation and Topic Detection in Political Question Answering
[NO] 559/1742 | The Agent's First Day: Benchmarking Learning, Exploration, and Scheduling in the Workplace Scenarios
[NO] 560/1742 | Spectral radius of $2$-dimensional simplicial complexes with given Betti number
[NO] 561/1742 | Memetic Covariance Matrix Adaptation Evolution Strategy for Bilinear Matrix Inequality Problems in Control System Design
[NO] 562/1742 | Multi-Objective Optimization for Joint Communication and Sensing in Multi-user MIMO Systems: Characterizing the Pareto Boundary
[NO] 563/1742 | Where Does Vision Meet Language? Understanding and Refining Visual Fusion in MLLMs via Contrastive Attention
[NO] 564/1742 | Light Nuclei embedded in a Nuclear Medium: Clustering and Mott Transitions
[NO] 565/1742 | Cardinality-consistent flag codes with longer type vectors
[NO] 566/1742 | Hierarchical Online-Scheduling for Energy-Efficient Split Inference with Progressive Transmission
[NO] 567/1742 | Modal Parameter Extraction via Propeller-Driven Vibration Testing
[NO] 568/1742 | Derandomizing Matrix Concentration Inequalities from Free Probability
[NO] 569/1742 | CSQL: Mapping Documents into Causal Databases
[NO] 570/1742 | Debiasing Large Language Models via Adaptive Causal Prompting with Sketch-of-Thought
[NO] 571/1742 | STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order
[NO] 572/1742 | Delaunay Triangulations with Predictions
[NO] 573/1742 | High-Fidelity Modeling of Stochastic Chemical Dynamics on Complex Manifolds: A Multi-Scale SIREN-PINN Framework for the Curvature-Perturbed Ginzburg-Landau Equation
[NO] 574/1742 | Cascade Processes of Strong and Weak MHD Turbulence
[NO] 575/1742 | Quadratic codimension growth and minimal varieties of unitary algebras with superinvolution
[NO] 576/1742 | Decentralized Firmware Integrity Verification for Cyber-Physical Systems Using Ethereum Blockchain
[NO] 577/1742 | Physics-Informed Deep Operator Learning for Computational Hydraulics Modeling
[NO] 578/1742 | Learning parameter curves in feedback-based quantum optimization algorithms
[NO] 579/1742 | Data Product MCP: Chat with your Enterprise Data
[NO] 580/1742 | VGG Induced Deep Hand Sign Language Detection
[NO] 581/1742 | Forbidden second harmonics in centrosymmetric bilayer crystals
[NO] 582/1742 | The Minimal Polynomial of a Riemannian C_0-Space
[NO] 583/1742 | The Quantum Complexity of String Breaking in the Schwinger Model
[NO] 584/1742 | Breaking the Orthogonality Barrier in Quantum LDPC Codes
[NO] 585/1742 | Para-differential Rota-Baxter algebras and their free objects by Gröbner-Shirshov bases
[NO] 586/1742 | Evidence of sloshing-driven mini-halo formation in the cool-core cluster RXCJ1558.3-1410
[YES] 587/1742 | JudgeRLVR: Judge First, Generate Second for Efficient Reasoning
[NO] 588/1742 | Reconstructing Gamma Ray Burst Energy Relations with Observational H(z) data in Neural Network Framework
[NO] 589/1742 | Conservation laws and exact solutions of a nonlinear acoustics equation by classical symmetry reduction
[NO] 590/1742 | Radio timing constraints on the orbital orientation and component masses of PSR J1455$-$3330
[NO] 591/1742 | DeepResearch Bench II: Diagnosing Deep Research Agents via Rubrics from Expert Report
[NO] 592/1742 | Airborne Particle Communication Through Time-varying Diffusion-Advection Channels
[NO] 593/1742 | Enhanced Athermal Phonon Responsivity in a Kinetic Inductance Detector with Integrated Phonon Collectors
[NO] 594/1742 | Formalization and Implementation of Safe Destination Passing in Pure Functional Programming Settings
[NO] 595/1742 | Sampling via Stochastic Interpolants by Langevin-based Velocity and Initialization Estimation in Flow ODEs
[NO] 596/1742 | Supervised Spike Agreement Dependent Plasticity for Fast Local Learning in Spiking Neural Networks
[NO] 597/1742 | Simplifying ROS2 controllers with a modular architecture for robot-agnostic reference generation
[NO] 598/1742 | MultiQ: Multi-Programming Neutral Atom Quantum Architectures
[NO] 599/1742 | It's All About the Confidence: An Unsupervised Approach for Multilingual Historical Entity Linking using Large Language Models
[NO] 600/1742 | A New Duality-Free Framework for Convex Optimisation with Superlinear Convergence and Effective Warm-Starting
[NO] 601/1742 | PKI: Prior Knowledge-Infused Neural Network for Few-Shot Class-Incremental Learning
[NO] 602/1742 | BenchOverflow: Measuring Overflow in Large Language Models via Plain-Text Prompts
[NO] 603/1742 | AME-2: Agile and Generalized Legged Locomotion via Attention-Based Neural Map Encoding
[NO] 604/1742 | Drone Surveillance via Coordinated Beam Sweeping in MIMO-ISAC Networks
[NO] 605/1742 | Cross-modal Proxy Evolving for OOD Detection with Vision-Language Models
[NO] 606/1742 | sui-1: Grounded and Verifiable Long-Form Summarization
[NO] 607/1742 | Towards Safer Mobile Agents: Scalable Generation and Evaluation of Diverse Scenarios for VLMs
[NO] 608/1742 | Zero-Shot Distracted Driver Detection via Vision Language Models with Double Decoupling
[NO] 609/1742 | CoMa: Contextual Massing Generation with Vision-Language Models
[NO] 610/1742 | Current and temperature imbalances in parallel-connected grid storage battery modules
[NO] 611/1742 | Real2Sim based on Active Perception with automatically VLM-generated Behavior Trees
[NO] 612/1742 | Beta distribution and associated Stirling numbers of the second kind
[NO] 613/1742 | Noise-Adaptive Regularization for Robust Multi-Label Remote Sensing Image Classification
[NO] 614/1742 | Incentivizing Cardiologist-Like Reasoning in MLLMs for Interpretable Echocardiographic Diagnosis
[NO] 615/1742 | Forcing and Interpolation in First-Order Hybrid Logic with rigid symbols
[NO] 616/1742 | Exploring an Alternative Line-Search Method for Lagrange-Newton Optimization
[NO] 617/1742 | RubricHub: A Comprehensive and Highly Discriminative Rubric Dataset via Automated Coarse-to-Fine Generation
[NO] 618/1742 | Bio-RV: Low-Power Resource-Efficient RISC-V Processor for Biomedical Applications
[NO] 619/1742 | Coverage Improvement and Fast Convergence of On-policy Preference Learning
[NO] 620/1742 | On the variance of the digits of $1/p$
[NO] 621/1742 | SPARK: Scalable Real-Time Point Cloud Aggregation with Multi-View Self-Calibration
[NO] 622/1742 | Global compressible Euler-Poisson limit of the ionic Vlasov-Poisson-Boltzmann system for all cutoff potentials
[NO] 623/1742 | WebTrap Park: An Automated Platform for Systematic Security Evaluation of Web Agents
[NO] 624/1742 | Anatomy of Empirical Transit Spectra of Mars based on TGO/NOMAD
[YES] 625/1742 | Controlled LLM Training on Spectral Sphere
[NO] 626/1742 | On-chip semi-device-independent quantum random number generator exploiting contextuality
[NO] 627/1742 | Three Models of the Gravitational Potential of the Milky Way
[NO] 628/1742 | On the Lambert conformal conical projection and the general map of the Russian Empire
[NO] 629/1742 | Source-Free Domain Adaptation for Geospatial Point Cloud Semantic Segmentation
[NO] 630/1742 | Shifting the Sweet Spot: High-Performance Matrix-Free Method for High-Order Elasticity
[NO] 631/1742 | Geo-NVS-w: Geometry-Aware Novel View Synthesis In-the-Wild with an SDF Renderer
[NO] 632/1742 | Verification of continuous variable entanglement with undetected photons
[NO] 633/1742 | PosIR: Position-Aware Heterogeneous Information Retrieval Benchmark
[NO] 634/1742 | Scalable Sequential Recommendation under Latency and Memory Constraints
[NO] 635/1742 | Decodable but not structured: linear probing enables Underwater Acoustic Target Recognition with pretrained audio embeddings
[NO] 636/1742 | Movable Antenna for Integrating Near-field Channel Estimation and Localization
[NO] 637/1742 | Tissue Classification and Whole-Slide Images Analysis via Modeling of the Tumor Microenvironment and Biological Pathways
[NO] 638/1742 | Automated Machine Learning in Radiomics: A Comparative Evaluation of Performance, Efficiency and Accessibility
[NO] 639/1742 | Quantitative weak propagation of chaos for McKean--Vlasov branching diffusion processes
[NO] 640/1742 | Velocity-Space Signatures of Energy Transfer for Ion-Acoustic Instabilities
[NO] 641/1742 | Safe Heterogeneous Multi-Agent RL with Communication Regularization for Coordinated Target Acquisition
[NO] 642/1742 | On a certain type of deformation of umbral orthogonal polynomials
[NO] 643/1742 | A microscopic origin for the breakdown of the Stokes Einstein relation in ion transport
[NO] 644/1742 | Demystifying the Slash Pattern in Attention: The Role of RoPE
[NO] 645/1742 | On mod $p$ singular modular forms II
[NO] 646/1742 | Constraining the Fraction of LIGO/Virgo/KAGRA Binary Black Hole Merger Events Associated with Active Galactic Nucleus Flares
[NO] 647/1742 | Giant Hole-doping in 2H-WSe2 via Ta Substitution
[NO] 648/1742 | D$^2$Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning
[NO] 649/1742 | Perturbation theory for phase correlations of a light wave propagating in a turbulent medium
[NO] 650/1742 | One-Shot Identification with Different Neural Network Approaches
[NO] 651/1742 | HIPPO: Accelerating Video Large Language Models Inference via Holistic-aware Parallel Speculative Decoding
[NO] 652/1742 | On the Mutual-Visibility of Tree Graphs
[NO] 653/1742 | A Usable GAN-Based Tool for Synthetic ECG Generation in Cardiac Amyloidosis Research
[NO] 654/1742 | The 0.5 Ratio Limit and Geometry-Induced Missing Energy: Universal 3D Quantum Constraints on Fragment Distributions from Attosecond to Subatomic Scales
[NO] 655/1742 | Hyperbolic Heterogeneous Graph Transformer
[NO] 656/1742 | Coherent Absorption Dynamics: The Dual Role of Off-Diagonal Couplings in Weakly Bound Nuclei
[NO] 657/1742 | The minimal counterexample to James's conjecture
[NO] 658/1742 | Hybrid Centralized Distributed Control for Lifelong MAPF over Wireless Connections
[NO] 659/1742 | FUME: Fused Unified Multi-Gas Emission Network for Livestock Rumen Acidosis Detection
[NO] 660/1742 | MobiDiary: Autoregressive Action Captioning with Wearable Devices and Wireless Signals
[NO] 661/1742 | Scoping Review: Mental Health XR Games at ISMAR, IEEEVR, & TVCG
[NO] 662/1742 | Chiral three-nucleon forces for the new local position-space two-nucleon potential in $\textit{ab initio}$ many-body calculations
[YES] 663/1742 | Evaluating Implicit Regulatory Compliance in LLM Tool Invocation via Logic-Guided Synthesis
[NO] 664/1742 | Vacuum-dressed superconductivity in NbN observed in a high-$Q$ terahertz cavity
[YES] 665/1742 | Improving LLM Reasoning with Homophily-aware Structural and Semantic Text-Attributed Graph Compression
[NO] 666/1742 | CogniMap3D: Cognitive 3D Mapping and Rapid Retrieval
[NO] 667/1742 | Proactive Anomaly Screen for Multiple Endpoints Using Bayesian Latent Class Modeling: A k-Step Ahead Approach
[YES] 668/1742 | ZeroDVFS: Zero-Shot LLM-Guided Core and Frequency Allocation for Embedded Platforms
[NO] 669/1742 | Observation of the Forbush decrease on 2024 May 10, using the ALPAQUITA air-shower array at the 70-1000 GV rigidity range
[NO] 670/1742 | Dynamic Graph Structure Learning via Resistance Curvature Flow
[NO] 671/1742 | Network Pharmacology Framework Characterizes Polypharmacological Properties of Dietary Flavonoids: Integration of Computational, Experimental, and Epidemiological Evidence
[NO] 672/1742 | A Pin-Array Structure for Gripping and Shape Recognition of Convex and Concave Terrain Profiles
[NO] 673/1742 | Qalb: Largest State-of-the-Art Urdu Large Language Model for 230M Speakers with Systematic Continued Pre-training
[NO] 674/1742 | Search for new physics with baryons at BESIII
[NO] 675/1742 | Subspace Alignment for Vision-Language Model Test-time Adaptation
[NO] 676/1742 | The effect of surface quenching coefficients of $O_2(a^{1}Δg)$ and $O_2(b^{1}Σg^{+})$ on capacitively coupled $Ar$/$O_2$ discharge: A global/equivalent circuit model study
[NO] 677/1742 | PathoGen: Diffusion-Based Synthesis of Realistic Lesions in Histopathology Images
[NO] 678/1742 | Generalization Analysis and Method for Domain Generalization for a Family of Recurrent Neural Networks
[NO] 679/1742 | Asymptotic rank bounds: a numerical census
[NO] 680/1742 | Magnetoelectric torque in polar magnetic bilayers
[NO] 681/1742 | Coordinated Cooling and Compute Management for AI Datacenters
[NO] 682/1742 | The Contribution of Stars, Dust, Neutral Gas and SMBHs in Galaxies to the Cosmic Baryon Inventory
