[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[NO] 100/1489 | From multitype branching Brownian motions to branching Markov additive processes
[NO] 101/1489 | Three-Family Supersymmetric Pati-Salam Flux Models from Rigid D-Branes
[YES] 102/1489 | Verification of E-Voting Algorithms in Dafny
[NO] 103/1489 | Explicit constructions of cyclic N-isogenies
[NO] 104/1489 | Hierarchical Modeling Approach to Fast and Accurate Table Recognition
[NO] 105/1489 | Electron spectral shape of the third-forbidden $β$-decay of $^{87}$Rb measured using a Rb$_2$ZrCl$_6$ crystal scintillator
[NO] 106/1489 | LLM Personas as a Substitute for Field Experiments in Method Benchmarking
[NO] 107/1489 | Active Learning Guided Computational Discovery of 2D Materials with Large Spin Hall Conductivity
[NO] 108/1489 | Quantum scattering of hot H/D on CO$_2$: Cross sections and rate coefficients for planetary atmospheres and their evolution
[NO] 109/1489 | Quantitative bounds for Hölder exponents in the Krylov--Safonov and Evans--Krylov theories
[NO] 110/1489 | OTOC and Quamtum Chaos of Interacting Scalar Fields
[NO] 111/1489 | Enhancing diffusion models with Gaussianization preprocessing
[NO] 112/1489 | ESCHER: Efficient and Scalable Hypergraph Evolution Representation with Application to Triad Counting
[NO] 113/1489 | Complex Refractive Index Extraction for Spintronic Terahertz Emitter Analysis
[NO] 114/1489 | Realization of Insulating Buffer Layers via MOCVD-Grown Nitrogen-Doped (010) \b{eta}-Ga2O3
[NO] 115/1489 | X-ray Insights Unleashed: Pioneering the Enhancement of Multi-Label Long-Tail Data
[NO] 116/1489 | Mesh-Attention: A New Communication-Efficient Distributed Attention with Improved Data Locality
[NO] 117/1489 | Deadline-Aware Online Scheduling for LLM Fine-Tuning with Spot Market Predictions
[NO] 118/1489 | Decentralized water-level balancing for irrigation channels in storage critical operations
[NO] 119/1489 | GW241011 and GW241110: Hints of Hierarchical Mergers from the Merger Entropy Index
[NO] 120/1489 | SACodec: Asymmetric Quantization with Semantic Anchoring for Low-Bitrate High-Fidelity Neural Speech Codecs
[NO] 121/1489 | BenchLink: An SoC-Based Benchmark for Resilient Communication Links in GPS-Denied Environments
[NO] 122/1489 | A Multi-fidelity Double-Delta Wing Dataset and Empirical Scaling Laws for GNN-based Aerodynamic Field Surrogate
[NO] 123/1489 | Deciphering the lattice vibrational behaviors of CuInP2S6 by angle-resolved polarized Raman scattering
[NO] 124/1489 | Welfare at Risk: Distributional impact of policy interventions
[NO] 125/1489 | Semantic Radio Access Networks: Architecture, State-of-the-Art, and Future Directions
[NO] 126/1489 | PanoGrounder: Bridging 2D and 3D with Panoramic Scene Representations for VLM-based 3D Visual Grounding
[NO] 127/1489 | Uniqueness for the Homogeneous Landau-Coulomb Equation in $L^{3/2}$
[NO] 128/1489 | DGSAN: Dual-Graph Spatiotemporal Attention Network for Pulmonary Nodule Malignancy Prediction
[NO] 129/1489 | Study of SIDIS Unpolarized Cross Sections from a $^3$He Target with the Solenoidal Large Intensity Device at JLab
[NO] 130/1489 | Geese achieve stationary takeoff via synergistic wing kinematics and enhanced aerodynamics
[NO] 131/1489 | Explicit rephasing transformation of four-generation mixing matrix and formulae for CP phases
[NO] 132/1489 | On the Relationship Between Nanoflare Energy and Delay in the Closed Solar Corona
[NO] 133/1489 | NeRV360: Neural Representation for 360-Degree Videos with a Viewport Decoder
[NO] 134/1489 | Robustness Certificates for Neural Networks against Adversarial Attacks
[NO] 135/1489 | Study of the Influence of Implant Material on Magnetocardiography Measurements Using SQUID Sensors
[NO] 136/1489 | Your Reasoning Benchmark May Not Test Reasoning: Revealing Perception Bottleneck in Abstract Reasoning Benchmarks
[NO] 137/1489 | Measuring all the noises of LLM Evals
[NO] 138/1489 | An Allele-Centric Pan-Graph-Matrix Representation for Scalable Pangenome Analysis
[NO] 139/1489 | Independence Complexes of Hexagonal Grid Graphs
[NO] 140/1489 | Scaling Laws for Economic Productivity: Experimental Evidence in LLM-Assisted Consulting, Data Analyst, and Management Tasks
[NO] 141/1489 | A Lyapunov-Based Small-Gain Theorem for Fixed-Time ISS: Theory, Optimization, and Games
[NO] 142/1489 | Optimizing Quantum State Transformation Under Locality Constraint
[NO] 143/1489 | Transcriptome-Conditioned Personalized De Novo Drug Generation for AML Using Metaheuristic Assembly and Target-Driven Filtering
[NO] 144/1489 | The Office of Astronomy for Development Impact Cycle
[NO] 145/1489 | Model Merging via Multi-Teacher Knowledge Distillation
[NO] 146/1489 | Taking model-complete cores
[NO] 147/1489 | Asymptotically Euclidean Solutions of the Constraint Equations with Prescribed Asymptotics
[NO] 148/1489 | Operational Calculus for the nth-Level Prabhakar Type Fractional Derivative with Applications
[NO] 149/1489 | Adhesion Energy of Phosphorene on different pristine and oxidized metallic substrates
[NO] 150/1489 | Observation of the Aharonov-Bohm Effect in Pilot-Wave Hydrodynamics
[NO] 151/1489 | Notes on Bernstein spaces, sampling, Boas interpolation formulas and their extensions to Banach spaces
[NO] 152/1489 | Zariski density of modular points in the Eisenstein case
[NO] 153/1489 | ARX-Implementation of encrypted nonlinear dynamic controllers using observer form
[NO] 154/1489 | LookPlanGraph: Embodied Instruction Following Method with VLM Graph Augmentation
[NO] 155/1489 | UniTacHand: Unified Spatio-Tactile Representation for Human to Robotic Hand Skill Transfer
[NO] 156/1489 | Choosability of multipartite hypergraphs
[NO] 157/1489 | Latent Implicit Visual Reasoning
[NO] 158/1489 | Operation of a tunable Power over Fiber system for light detectors down to 4.6 K
[NO] 159/1489 | Quantum geometry in correlated electron phases: from flat band to dispersive band
[NO] 160/1489 | Schrödinger's Navigator: Imagining an Ensemble of Futures for Zero-Shot Object Navigation
[NO] 161/1489 | Safe Navigation with Zonotopic Tubes: An Elastic Tube-based MPC Framework
[NO] 162/1489 | Search for Light Dark Matter in Rare Meson Decays
[NO] 163/1489 | Interaction-Resilient Scalable Fluxonium Architecture with All-Microwave Gates
[NO] 164/1489 | Production of charmed particles in proton-proton and light nucleus-nucleus interactions in Geant4 FTF model
[NO] 165/1489 | Mixed Precision General Alternating-Direction Implicit Method for Solving Large Sparse Linear Systems
[NO] 166/1489 | Well-posedness and the Łojasiewicz-Simon inequality in the asymptotic analysis of a nonlinear heat equation with constraints of finite codimension
[NO] 167/1489 | Limits of equi-affine equi-distant loci of planar convex domains with two non-parallel asymptotes
[NO] 168/1489 | Differential bundles as functors from free modules
[NO] 169/1489 | A class of entangled and diffeomorphism-invariant states in loop quantum gravity: Bell-network states
[NO] 170/1489 | Thermodynamic sampling of materials using neutral-atom quantum computers
[YES] 171/1489 | Declarative distributed broadcast using three-valued modal logic and semitopologies
[NO] 172/1489 | TGC-Net: A Structure-Aware and Semantically-Aligned Framework for Text-Guided Medical Image Segmentation
[NO] 173/1489 | MarineEval: Assessing the Marine Intelligence of Vision-Language Models
[NO] 174/1489 | Measuring Variable Importance via Accumulated Local Effects
[NO] 175/1489 | Topological Interface States and Nonlinear Thermoelectric Performance in Armchair Graphene Nanoribbon Heterostructures
[NO] 176/1489 | A Mechanistic Analysis of Transformers for Dynamical Systems
[NO] 177/1489 | Semi-Supervised Learning for Large Language Models Safety and Content Moderation
[NO] 178/1489 | TexAvatars : Hybrid Texel-3D Representations for Stable Rigging of Photorealistic Gaussian Head Avatars
[NO] 179/1489 | Dual-comb spectroscopy for the characterization of laboratory flames
[NO] 180/1489 | Continuous Hochschild Cohomology and Formality
[NO] 181/1489 | Proximal Survival Analysis for Dependent Left Truncation
[NO] 182/1489 | Generalization of Diffusion Models Arises with a Balanced Representation Space
[NO] 183/1489 | Autonomous Uncertainty Quantification for Computational Point-of-care Sensors
[NO] 184/1489 | TICON: A Slide-Level Tile Contextualizer for Histopathology Representation Learning
[NO] 185/1489 | Aspects of holographic timelike entanglement entropy in black hole backgrounds
[NO] 186/1489 | Topological Charge-2ne Superconductors
[NO] 187/1489 | Towards Practical Automatic Piano Reduction using BERT with Semi-supervised Learning
[NO] 188/1489 | Non-Algebraic Decay for Solutions to the Navier-Stokes Equations
[NO] 189/1489 | Learning to Solve PDEs on Neural Shape Representations
[NO] 190/1489 | The Patterson-Sullivan construction and global leaf geometry for Anosov flows
[NO] 191/1489 | FORCE-$α$ Numerical Fluxes within the Arbitrary High Order Semidiscrete WENO-DeC Framework: A Competitive Alternative to Upwind Fluxes
[NO] 192/1489 | Rational Cohomology Endomorphisms of Product of Sphere with Grassmannian and Coincidence Theory
[NO] 193/1489 | Pluricanonical Geometry of Varieties Isogenous to a Product: Chevalley-Weil Theory and Pluricanonical Decompositions of Abelian Covers
[NO] 194/1489 | Impurity peaking of SPARC H-modes: a sensitivity study on physics and engineering assumptions
[NO] 195/1489 | Hamilton-Jacobi as model reduction, extension to Newtonian particle mechanics, and a wave mechanical curiosity
[NO] 196/1489 | Twist-Tuned Strong Coupling in Sub-GHz Wire Metasurface Bilayers
[NO] 197/1489 | ACD: Direct Conditional Control for Video Diffusion Models via Attention Supervision
[NO] 198/1489 | AnyAD: Unified Any-Modality Anomaly Detection in Incomplete Multi-Sequence MRI
[NO] 199/1489 | Green's Function and Solution Representation for a Boundary Value Problem Involving the Prabhakar Fractional Derivative
[NO] 200/1489 | Crossing symmetry of OPE statistics
[NO] 201/1489 | ReaSeq: Unleashing World Knowledge via Reasoning for Sequential Modeling
[NO] 202/1489 | Neural Network-Assisted RIS Weight Optimization for Spatial Nulling in Distorted Reflector Antenna Systems
[NO] 203/1489 | Industrial Ouroboros: Deep Lateral Movement via Living Off the Plant
[YES] 204/1489 | Assessing the Software Security Comprehension of Large Language Models
[YES] 205/1489 | Casting a SPELL: Sentence Pairing Exploration for LLM Limitation-breaking
[NO] 206/1489 | Squeezed quantum multiplets: properties and phase space representation
[NO] 207/1489 | Wireless Center of Pressure Feedback System for Humanoid Robot Balance Control using ESP32-C3
[NO] 208/1489 | Exploring the Role of Vector Potential and Plasma-$β$ in Jet Formation from Magnetized Accretion Flows
[NO] 209/1489 | SpidR-Adapt: A Universal Speech Representation Model for Few-Shot Adaptation
[NO] 210/1489 | All-optical control and multiplexed readout of multiple superconducting qubits
[NO] 211/1489 | Flocking phase transition and threat responses in bio-inspired autonomous drone swarms
[NO] 212/1489 | Pandora's Box Reopened: Robust Search and Choice Overload
[NO] 213/1489 | Equivariant Multiscale Learned Invertible Reconstruction for Cone Beam CT: From Simulated to Real Data
[NO] 214/1489 | On new identities of Jacobi sums and related cyclotomic matrices
[NO] 215/1489 | Features of the Electronic and Magnetic Properties of Heusler Alloys in the States of a Half-Metallic Ferromagnet and a Spin-Gapless Semiconductor
[NO] 216/1489 | Navier-Stokes-Cahn-Hilliard system in a $3$D perforated domain with free slip and source term: Existence and homogenization
[NO] 217/1489 | Substrate Role in Polaron Formation on Single-layer Transition Metal Dihalides
[NO] 218/1489 | Optimal Hardy-weights for the Finsler $p$-Dirichlet integral with a potential
[NO] 219/1489 | Bridging Microscopic Constructions and Continuum Topological Field Theory of Three-Dimensional Non-Abelian Topological Order
[NO] 220/1489 | Boundary behavior of continuous-state interacting multi-type branching processes with immigration
[NO] 221/1489 | 2-(v,k,3) designs admitting an almost simple, flag-transitive automorphism group with socle PSL(2,q)
[NO] 222/1489 | On Borel sets in ideal topologies
[NO] 223/1489 | Modeling gap acceptance behavior allowing for perceptual distortions and exogenous influences
[NO] 224/1489 | Active inference and artificial reasoning
[NO] 225/1489 | Approximation Schemes for Planar Graph Connectivity Problems
[NO] 226/1489 | A Real-World Evaluation of LLM Medication Safety Reviews in NHS Primary Care
[NO] 227/1489 | STLDM: Spatio-Temporal Latent Diffusion Model for Precipitation Nowcasting
[NO] 228/1489 | Discrete-time asset price bubbles with short sales prohibitions under model uncertainty
[NO] 229/1489 | Sharp bounds and monotonicity results for Neumann eigenvalues
[NO] 230/1489 | Holonomic multi-controlled gates for single-photon states
[NO] 231/1489 | T2AV-Compass: Towards Unified Evaluation for Text-to-Audio-Video Generation
[NO] 232/1489 | Global End-Effector Pose Control of an Underactuated Aerial Manipulator via Reinforcement Learning
[NO] 233/1489 | Dyna-Style Reinforcement Learning Modeling and Control of Non-linear Dynamics
[NO] 234/1489 | The transport of angular momentum for massive stars I. Formation of slowly rotating WNE stars
[NO] 235/1489 | Quiver Hecke algebras for Borcherds-Cartan datum III: Categorification of quantum Borcherds superalgebras
[NO] 236/1489 | Hysteretic Phonons and Quasielastic Response: A Raman Study of Thermal Memory in Two-dimensional CuCrP2S6
[NO] 237/1489 | Sparse identification of delay equations with distributed memory
[NO] 238/1489 | Relation between generalized and ordinary cluster algebras
[NO] 239/1489 | Device-Independent Anonymous Communication in Quantum Networks
[YES] 240/1489 | When LLMs fall short in Deductive Coding: Model Comparison and Human AI Collaboration Workflow Design
[NO] 241/1489 | Agentic Multi-Persona Framework for Evidence-Aware Fake News Detection
[NO] 242/1489 | Calderón-Zygmund gradient estimates for $p$-Laplace systems with BMO complex coefficients
[NO] 243/1489 | A Design Study Process Model for Medical Visualization
[YES] 244/1489 | Artificial or Just Artful? Do LLMs Bend the Rules in Programming?
[NO] 245/1489 | Minimax Duality in Game-Theoretic Probability
[NO] 246/1489 | Formal O(N3) scaling GW calculations by block tensor decomposition for large molecule systems
[NO] 247/1489 | Efficient and Robust Video Defense Framework against 3D-field Personalized Talking Face
[NO] 248/1489 | LEO Constellations as a Decentralized GNSS Network: Optimizing PNT Corrections in Space
[NO] 249/1489 | LLM Swiss Round: Aggregating Multi-Benchmark Performance via Competitive Swiss-System Dynamics
[NO] 250/1489 | CoSeNet: A Novel Approach for Optimal Segmentation of Correlation Matrices
[NO] 251/1489 | DRAGNs in the Forest: Identifying Artifacts with Random Forest Models in the VLASS DRAGNs Catalog
[NO] 252/1489 | FinAgent: An Agentic AI Framework Integrating Personal Finance and Nutrition Planning
[NO] 253/1489 | Leveraging Overfitting for Low-Complexity and Modality-Agnostic Joint Source-Channel Coding
[NO] 254/1489 | DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination
[NO] 255/1489 | Ab initio Approach to Collective Excitations in Excitonic Insulators
[NO] 256/1489 | Reflection Pretraining Enables Token-Level Self-Correction in Biological Sequence Models
