[2025-12-13 09:09:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-12
正在获取论文...
[ACM] 2025-12-12 | Datalog-Expressibility for Monadic and Guarded Second-Order Logic
[NO] 250/1000 | Stability Analysis and Anti-Windup Design of Uncertain Switched Fuzzy Systems with Actuator Saturation
[NO] 251/1000 | Infrared Thermography for Incident Energy Measurement in Arc Flashes under VOA Configuration Supported by Statistical Analysis
[NO] 252/1000 | Multi-objective optimization using few-shot hybridization network for numerical control machining
[NO] 253/1000 | GCCE 2025 Subject Index Page
[NO] 254/1000 | Drone Rider: Virtual Flight Meets Exergaming
[NO] 255/1000 | Data-Driven Gait Phenotyping in Older Adults via Clustering of Raw Signals: Links to Fall History
[YES] 256/1000 | Distributed Mixture-of-Agents for Edge Inference with Large Language Models
[NO] 257/1000 | Cortisol Estimation using Wearable Wristbands: Comparing Multilevel Modelling and Machine Learning
[NO] 258/1000 | AR-Independent DCP Read-Only Mode for Secure Configuration in PROFINET Networks
[NO] 259/1000 | Transferable DRL for Robust Digital Predistortion Under Dynamic Transmission Conditions
[NO] 260/1000 | Dual Attention and Discrete Wavelet Transform Network for Image Dehazing
[NO] 261/1000 | Graph-based Pass Receiver Prediction in Soccer with Consideration of Passer’s Body Orientation
[NO] 262/1000 | Behavior-Driven Mealworm Harvest Prediction System
[NO] 263/1000 | A Consumer-Grade IMU-Based System for Visualizing and Quantifying Finger Independence in Piano Training
[NO] 264/1000 | PIMRC 2025 Opinion
[NO] 265/1000 | AI ARMORS: An Experimental C-V2X Framework for Road Safety over 5G SA with Computer Vision
[NO] 266/1000 | Enhancing Appliance Classification in NILM by Power-Theoretic Color-Coding V-I Trajectory Visualization
[NO] 267/1000 | An Investigation of Data Augmentation for Image Classification Network Based on Graph Convolution
[NO] 268/1000 | Low-Power and Accurate IoT Monitoring Under Radio Resource Constraint
[NO] 269/1000 | Multi-Dimensional Maturity Framework for Consumer ECG Devices
[NO] 270/1000 | Research on APIOBPCS Closed-loop Supply Chain Based on Distributed Predictive Control under Data-Driven
[NO] 271/1000 | ICCE-Berlin 2025 Keynote Speakers
[NO] 272/1000 | Online Optimization of Pickup and Delivery Problems Considering Traffic Congestion Prediction
[NO] 273/1000 | Design an AI-Assisted PC Building Interface to Promote User Understanding Through Guided Assembly and Monitoring
[NO] 274/1000 | Estimating Subjective Intelligibility of Deaf and Hard-of-Hearing Speech with Neural Networks
[NO] 275/1000 | Electric-thermal long-term behavior of compression connections with transmission line conductors at realistic outdoor conditions
[NO] 276/1000 | Foundation Models for Semantic Segmentation of Thick/Thin Clouds and Cloud-shadows: A Comparative Study
[NO] 277/1000 | Partitioning Areas With Obstacles for Fleet of Drones
[NO] 278/1000 | CHItaly 2025: Technologies and Methodologies of Human-Computer Interaction in the Third Millennium
[NO] 279/1000 | A Sentinel-2 Benchmark and Deep-Learning Study for Wildfire Damage Mapping [Experiment]
[NO] 280/1000 | HydroChronos: Forecasting Decades of Surface Water Change
[NO] 281/1000 | MambaLoc: Lightweight Indoor Localization For Unmanned Vehicles Using Cross-Modal Knowledge Distillation
[NO] 282/1000 | Reducing Street Parking Search Time via Smart Assignment Strategies
[NO] 283/1000 | Generative AI in Map-Making: A Technical Exploration and Its Implications for Cartographers
[NO] 284/1000 | Semisupervised High-Order Graph Diffusion Network for Cross-Domain Fault Diagnosis of Rotating Machinery_supp1-3638241.pdf
[NO] 285/1000 | DuaDiff: Dual-Conditional Diffusion Model for Guided Thermal Image Super-Resolution_supp1-3640168.pdf
[YES] 286/1000 | Hardware Trojan Object Detection Based on Bidirectional Graph Neural Networks
[NO] 287/1000 | Community-Aware Multi-View Representation Learning With Incomplete Information
[NO] 288/1000 | Lightweight AI-Driven Model for Phishing Detection with Hash-Augmented Feature Embeddings
[NO] 289/1000 | Small Obstacle-Aware Person-Following for Mobile Robots Using Vision-Based Segmentation
[NO] 290/1000 | 2025 IEEE 14th Global Conference on Consumer Electronics (GCCE)
[NO] 291/1000 | Cost-Efficient Wideband Beam Training: A 3D Controllable Beam Squint Approach
[NO] 292/1000 | Optimization of H264 and 5G QoS parameters for a multi-agent live video streaming service
[NO] 293/1000 | Improving Motion Classification in Electric Prosthetics with Feature Selection and Piezoelectric Wire Sensors
[NO] 294/1000 | 3D Gaussian Splatting With Semantic Information Based on Semantic Class Labels
[NO] 295/1000 | Improving Speech-to-Speech Translation with Word-Level Data Augmentation
[NO] 296/1000 | A4FN: an Agentic AI Architecture for Autonomous Flying Networks
[NO] 297/1000 | ALAS: A Stateful Multi-LLM Agent Framework for Disruption-Aware Planning
[NO] 298/1000 | Gentle Object Retraction in Dense Clutter Using Multimodal Force Sensing and Imitation Learning_supp1-3643332.mp4
[NO] 299/1000 | VEHFSL: Hybrid Federated Split Learning for Resource-Constrained Vehicular Networks
[NO] 300/1000 | Efficient Transformed Gaussian Process State-Space Models for Non-Stationary High-Dimensional Dynamical Systems
[NO] 301/1000 | Front Cover
[NO] 302/1000 | Cascaded Neural Network-based Assessment of Voltage Stability Margin in a Renewable-rich Indian Power System
[NO] 303/1000 | Blank Page
[NO] 304/1000 | Sound’s Influences on Perceptions of Anthropomorphism and Animacy in Interfaces
[NO] 305/1000 | Non/Repeat: Three Case Studies of Non-linear Live-Music Practices
[NO] 306/1000 | Leveraging Kubernetes at MEC for Vehicular CAN Bus Data Collection
[NO] 307/1000 | Systematic Analysis of Pump Current and Pulse Performance in 4H-SiC Drift Step Recovery Diodes
[NO] 308/1000 | Mechanically Reconfigurable Reflective-Mode Phase-Variation Sensors: A Strategy for Sensitivity Optimization and Control
[NO] 309/1000 | Sensitivity Analysis of Temporal Sensory Responses on Preference: Application to Coffee
[NO] 310/1000 | Optimizing Sensor Data Compression and Digital Twin Synchronization via a Stackelberg Game
[NO] 311/1000 | A Thermal Image-Based Lightweight Framework for Human Pose Estimation
[NO] 312/1000 | Transmission characteristics of coplanar waveguides using ITO transparent conductive films
[NO] 313/1000 | License Plate Recognition Using Deep Learning to Manage Overtourism: a Case Study of Shirakawa-go Parking Areas
[NO] 314/1000 | Physiological Sensing and Machine Learning Approaches Toward Anxiety Detection: A Systematic Review
[NO] 315/1000 | Detecting Multiple Targets with Distributed Sensing and Communication in Cell-Free Massive MIMO
[NO] 316/1000 | Retrieval-Augmented Simulacra: Generative Agents for Up-to-date and Knowledge-Adaptive Simulations
[NO] 317/1000 | A Posture Estimation of the Avatar’s Upper Body in Semi-Posture and Semi-Constrained States
[NO] 318/1000 | Joint UAV Trajectory Planning and LEO Satellite Selection for Data Offloading in Space-Air-Ground Integrated Networks
[NO] 319/1000 | On the Generation of Face Morphs by Inversion of Optimal Morph Embeddings
[NO] 320/1000 | An Adaptive Robot Search Algorithm for Balancing Exploitation and Exploration in Indoor Intermittent Source Seeking_supp1-3632565.pdf
[NO] 321/1000 | Physics-Guided Diffusion Models for 3D Reconstruction Framework in Lung Electrical Impedance Tomography
[NO] 322/1000 | Validation of Measurement Stability in a Smart Handgrip Device: Comparison with the Jamar Hydraulic Hand Dynamometer
[NO] 323/1000 | Fundamental Study on Measurement Methods for Percussion Testing Using Musical Signals
[NO] 324/1000 | AI-Driven Visual Features and Publication Strategies: Understanding Reader Engagement Through Japanese Magazine Covers
[NO] 325/1000 | Sensing Topology Management in 6G Integrated Sensing and Communications Systems
[NO] 326/1000 | WHALE: A Novel Resource Allocation Framework for C-RAN with Load Prediction and Handoff Optimization
[NO] 327/1000 | Enhancing Fabric Image Realism on Touch Panels Through Low-Frequency Tactile Friction Stimuli
[NO] 328/1000 | Seed Selection for Human-Oriented Image Reconstruction via Guided Diffusion
[NO] 329/1000 | Electromagnetic compatibility assessment of air-rail intermodal transport: A case study on LOC signal interference from electrified railway pantograph arc
[NO] 330/1000 | EEG-based Cross-subject Prediction for Consciousness State Transitions under Sedation using a Deep Learning Framework
[NO] 331/1000 | Adaptive Incentive Design With Learning Agents
[NO] 332/1000 | Deep Decoupled Heterogeneous Delayed Reservoir Computing Based on 2-D Discrete Memristor Hyperchaotic Maps
[NO] 333/1000 | A Cross-Domain Corrosion Identification Algorithm of Aircraft Structures Based on Domain Adaptation Regression
[NO] 334/1000 | Flexible LIG Pressure Sensor Incorporating a PVA-Based Conical Microstructured Layer Fabricated via Flash Foam Stamp Technique_supp2-3640932.mp4
[NO] 335/1000 | MG-LLaVA: Towards Multi-Granularity Visual Instruction Tuning
[NO] 336/1000 | Genetic Algorithm Optimization of Attention-Enhanced Transfer Learning for Eggshell Color Classification
[NO] 337/1000 | Toward Quantum-Safe Scalable Networks: An Open, Standards-Aware Key Management Framework
[NO] 338/1000 | Spatial Inference on Phylogenetic Trees
[NO] 339/1000 | One Model, Many Cities: A Transferable Social Relationship Inference Framework for Human Mobility Data
[NO] 340/1000 | Analysis of Artifacts of Parallel Micro-Traffic Simulation
[NO] 341/1000 | Fine-Scale Soil Mapping in Alaska with Multimodal Machine Learning
[NO] 342/1000 | EvaMAE: How Helpful Are DEM Data in Enhancing Geo-Foundation Models for Earth Imagery?
[NO] 343/1000 | Multi-Agent Reinforcement Learning with Transformer-based Spatio-temporal Fusion for Autonomous Driving in Mixed Traffic
[NO] 344/1000 | Optimization of Multi-impurity Water Network based on GSA with Adaptive Adjustment of Gravitational and Repulsive Forces
[NO] 345/1000 | Mutual Deep Q Networks (Mut-DQN): Reinforce Mutually with Multi-agents to Enhance Generalization
[NO] 346/1000 | Optimal Design of Orthogonal Phase-Coded Waveforms for MIMO Radar Based on an Improved Genetic Algorithm
[NO] 347/1000 | A Self-Contrastive Learning-Based Method for Small Pipeline Leak Detection
[NO] 348/1000 | Extending gem5 with a Developer-Centric IDE for SoC Architecture Simulation
[NO] 349/1000 | Design Tradeoffs for Quantum Time Synchronization in Future Industrial Networks under Classical Channel Latency and Security
[NO] 350/1000 | Mineral Mapping Using Artificial Neural Networks
[NO] 351/1000 | Effects of Carbonation Intensity on Brain Activity During Swallowing
[NO] 352/1000 | AI-Driven Sentiment Analysis for Cryptocurrency Price Forecasting using GreedyBoost
[NO] 353/1000 | PIMRC 2025 Opinion
[NO] 354/1000 | Authors
[NO] 355/1000 | Challenges and Opportunities in Signal Processing for Radar-Based Vital Sign Monitoring in Home Care Scenarios: A Scoping Review
[NO] 356/1000 | A Probabilistic Diffusion Framework for Detecting Academic Stress-Induced Abnormalities in ECG Signals
[NO] 357/1000 | A Convolutional Vision Transformer with Channel Attention for Multi-Class Alzheimer's Disease Classification Using MRI
[NO] 358/1000 | Positioning Error Bound Analysis for Wireless System Using Bidirectional Leaky Coaxial Cable
[NO] 359/1000 | Time-Domain Sound Field Estimation Using 3D-CNN for Sound Field Reproduction*
[NO] 360/1000 | Integrated Web Based Augmented Reality (AR) and AI for Immersive Booking Experience
[NO] 361/1000 | Low-Complexity Determination of Downlink Timing Offset and Doppler Shift in LEO Satellite Channels
[NO] 362/1000 | A Parallel System Framework and Practice for the Magnetic Levitation Rotary Machinery
[NO] 363/1000 | Risk Analysis of Vehicle Rollover Accidents Caused by Wind Using Digital Twin Technology
[NO] 364/1000 | Mobility Enhancements in 3GPP: Toward Rel-20 and Beyond
[NO] 365/1000 | Construction and Validation of a Slip Ring Test Bench Using 50 Years of Data
[NO] 366/1000 | Clutter Suppression in Bistatic ISAC with Joint Angle and Doppler Estimation
[NO] 367/1000 | Efficient Dynamic Beamforming Activation for UAV-Enabled Vehicular Networks
[NO] 368/1000 | Subspace Aware Multi-Target Detection and Parameter Estimation for Hybrid MIMO Based ISAC
[NO] 369/1000 | Application of Principal Component Analysis in Hyperspectral Analysis of Rubber Materials
[NO] 370/1000 | Sentiment and User-interaction Analysis on YouTube Comments of Trending Videos Using DistilBERT and TF-IDF
[NO] 371/1000 | Comparative Study of Gradient-Based Massive MIMO Linear Detection Algorithms
[NO] 372/1000 | CYPHONIC Adapter Enhancement for Supporting Multiple General Nodes
[NO] 373/1000 | Integrated Navigation and Communication: OFDM-MIMO Signal Frame Design with NOMA and Adaptive Power Allocation
[NO] 374/1000 | STAMP-NET: A Spatio-Temporal Attention Network with Multi-Modal Price Integration for Electric Vehicle Charging Load Forecasting
[NO] 375/1000 | Distributed Beamforming with Incomplete Channel State Information in MISO Networks via GNNs
[NO] 376/1000 | Hyperparameter Tuning of LSTM Load Forecasting Model Based on Segmented Bayesian Optimization
[NO] 377/1000 | Measurement of Arc Flash Incident Energy in Low-Voltage Three-Phase Panels Using an Optical Calorimeter
[NO] 378/1000 | Vulnerability Analysis for Explosion and Fire Scenarios in Power Transformers
[NO] 379/1000 | Independent Low-Rank Matrix Analysis for Fast Joint Blind Source Extraction and Dereverberation in Diffuse Noise Environments
[NO] 380/1000 | Authors’ Biography/Index
[NO] 381/1000 | Preface
[NO] 382/1000 | The Conduction Series: Live Collaborative Transmission Art across Borders
[NO] 383/1000 | A Sensor is not a Sensor: Diffracting the Preservation of Sonic Microinteraction with the SiFiBand
[NO] 384/1000 | Spatial Audio Paths – Spatial Expressiveness of Immersive 3D Audio Trajectory Editing
[NO] 385/1000 | Proceedings of the 15th International Conference on the Internet of Things
[NO] 386/1000 | Streamlining ML Training in Kubernetes: An MLOps Architecture with Kubeflow
[NO] 387/1000 | Currus - A Compound AI Approach to Distributed Vehicle Trajectory Reconstruction in the Edge-Cloud
[NO] 388/1000 | ChatfAIry: An IoT-based Platform with AI Partners to Promote Remote Informal Communication
[NO] 389/1000 | Unlocking AIoT Efficiency in the Computing Continuum - the PANDORA framework
[NO] 390/1000 | An Efficient Blended Staggered Double Vane Slow Wave Structure for 1 THz TWT
[NO] 391/1000 | A rapid temperature rise testing scheme and device for low-voltage switchgear
[NO] 392/1000 | Smart camera-based real-time 2D arm gesture detection: A fuzzy logic and CNN approach
[NO] 393/1000 | Practical evaluation of the time drift of measurement standards in calibration laboratory
[NO] 394/1000 | Improved Knowledge Distillation Based on Global Latent Workspace With Multimodal Knowledge Fusion for Understanding Topological Guidance on Wearable Sensor Data
[NO] 395/1000 | Parameter-Optimal Adaptive Layer Mapping: A Transferability-Guided View for Cross-Domain Fault Diagnosis
[NO] 396/1000 | A Foundation Model for Massive MIMO Precoding with an Adaptive Per-User Rate-Power Tradeoff
