[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[NO] 215/1000 | Design of Nitrogen-Phosphorus-Potassium Fertilizer Recommendation System Based on Fuzzy Sugeno and Geographic Information System (GIS)
[NO] 216/1000 | Integrating pretrained Deep Learning models into GIS workflows for object detection in urban environments
[YES] 217/1000 | Keyframer: A Design Probe for Exploring LLM Assistance in 2D Animation Design
[NO] 218/1000 | Technical, Economic, and Environmental Efficiency of using Photovoltaic Solar Station in the Climatic Conditions of Turkmenistan
[NO] 219/1000 | The Urban Future Is Autonomous, Electric, and Shared [Automotive Electronics]
[NO] 220/1000 | Machine Learning for Classifying Vascular Age Using the Second Derivative of the PPG Signal
[NO] 221/1000 | 2025 IEEE Ninth Ecuador Technical Chapters Meeting (ETCM)
[NO] 222/1000 | Enhancing Efficiency and Decarbonization of The Cement Manufacturing Process with Advanced Organic Rankine Cycle Waste Heat Recovery Systems
[NO] 223/1000 | IAS/PCA 2023 Copyright Page
[NO] 224/1000 | IAS/PCA 2023 Cover Page
[NO] 225/1000 | ICON-SONICS 2025 Committees
[NO] 226/1000 | A Robust Actor-Critic Algorithm for CAV Decision Making Under Impaired V2X Communication
[NO] 227/1000 | Asynchronous Self-Triggered Secure Control for DDoS Resiliency in Islanded AC Microgrids Under Dynamic Network Topologies
[NO] 228/1000 | <i>D</i>
                    -Axis Current-Based Droop Control of Grid-Forming Converters for Improving Low-Voltage Ride-Through Performance
[NO] 229/1000 | Congestion Management Through Stochastic Optimal Transmission Switching in Hybrid AC/DC Grids Considering Continuous Non-Gaussian Uncertainty
[NO] 230/1000 | Neighbor Discovery Protocol for Underwater Acoustic Networks Based on Multiplexed Directional Transceiver
[NO] 231/1000 | PushingBots: Collaborative Pushing Via Neural Accelerated Combinatorial Hybrid Optimization_supp2-3647767.pdf
[NO] 232/1000 | Dynamic Identification of Generative AI Skills: A Structural Topic Modelling Approach
[NO] 233/1000 | HyperFlow: Conditional Normalizing Flow Guided Spectral Super-Resolution with Learnable Sampler
[NO] 234/1000 | A Survey of Single Image Blind Motion Deblurring from Traditional to Deep Learning
[NO] 235/1000 | EdgeTail: Mitigating Long-Tail Visual Problems in Continual Learning at Edge
[NO] 236/1000 | Aging Aware Steepening of the Fault Coverage Curve of a Scan Based Transition Fault Test Set
[NO] 237/1000 | Reconfigurable Intelligent Surface (RIS) Design for 2.4 GHz Wi-Fi Band
[NO] 238/1000 | Automation System for Managing Innovation Obsolescence for SME
[NO] 239/1000 | Comparative Study between Primary Electrical Energy Storage Devices
[NO] 240/1000 | Benchmarking and Evaluation Framework for Large Language Models in Education
[NO] 241/1000 | ParticipantGuide: Promoting Transparency in Human-Centric User Studies
[NO] 242/1000 | Diagnosis of User Experience (UX) and Accessibility in Traditional Recruitment Tools: Foundations for the Future Implementation of Gamified Processes
[NO] 243/1000 | Hybrid Approach for Load Forecasting and Scenario Generation Using SVR and Analog Method
[NO] 244/1000 | Cloud-Based Network Monitoring System with Zabbix and WireGuard VPN for Remote SMEs
[NO] 245/1000 | Online Professional Development for Southeast Asia Teachers Focusing on Computational Thinking
[YES] 246/1000 | Bringing Probabilistic Reasoning to the IDE
[NO] 247/1000 | SnapClass: An AI-Enhanced Classroom Management System for Block-Based Programming
[NO] 248/1000 | E-Learning Education Modules with Smart Content Delivery
[NO] 249/1000 | Detection and Classification of Defects in Photovoltaic Cells from Electroluminescence using Artificial Intelligence
[NO] 250/1000 | Path Loss Planning for 5G Networks Applied in Indonesia using the Close-in Model
[NO] 251/1000 | Study of the 30-bus System with Different Degrees of Penetration of Distributed Energy Sources
[NO] 252/1000 | Synergizing LLMs, Vibes, and Well-Being in Software Development
[NO] 253/1000 | Multi-Agent Reinforcement Learning for Trajectory and Handover Optimization in UAV-Assisted 6G HetNets
[NO] 254/1000 | Multivariate modeling and value-based segmentation: application to pro-poverty tourism
[NO] 255/1000 | Machine Learning Approaches for Predicting Students’ Intentions to Pursue Higher Education: Insights from Multidimensional Survey Data
[NO] 256/1000 | Predicting Water Inflows for Power System Operation under Climate Variability: Comparing Long- and Short-Term Data Series via LSTM Networks
[NO] 257/1000 | Stepper-Motor-Based Antenna Alignment System for Improved Quality of Service in Wireless Point-to-Point Communication
[NO] 258/1000 | LoRaWAN in the Internet of Things: A Systematic Review of Network Architecture, Security, Business Models, and Real-World Deployments
[NO] 259/1000 | Empowering Entrepreneurial Mindsets: A Digital Literacy and E-Commerce Adoption Model using Computational Analysis
[NO] 260/1000 | Preparation of an Environmental Impact and Risk Assessment Focusing on Mining Activities in the Sajo/Slana River Basin
[NO] 261/1000 | Incorporating Stratal Dip to Constrain the Integration Range of Marchenko Imaging
[NO] 262/1000 | Rapid Generalization of Motion Planning for Robot Manipulator Among Locally Changed Environments_supp1-3637078.mp4
[NO] 263/1000 | Designing an Open-back Enclosure to Mitigate Sound Leakage for Open-ear Headphones
[NO] 264/1000 | Auto-Tuning of Speed Controller for PMSM using Nonlinear Dynamic Inversion Control
[NO] 265/1000 | An Implementation of FEM Simulation for Brain Shift Prediction to Enhance the Neurosurgical Planning
[NO] 266/1000 | Analysis of Electromagnetic Characteristics of High Power Low Speed Permanent Magnet Motors with Different Tangential Rotor Structures
[NO] 267/1000 | PDWearML: Leveraging Daily Activities for Fast Parkinson's Disease Severity Assessment with Wearable Machine Learning
[NO] 268/1000 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp1-3648290.mp4
[NO] 269/1000 | A Multidisciplinary Approach to the Geometrical Design of Axial Active Magnetic Bearings - Part I: Methodology
[NO] 270/1000 | Challenges and Opportunities for Digital Transformation of Organizational Culture in Bulgarian Companies for Telecommunications Services
[NO] 271/1000 | Assessing the Capacity and Capability of Law Enforcement in Dealing with Cybercrime: The Case of Nelspruit (Mbombela)
[NO] 272/1000 | Stinger - An Asymmetric Multiplayer Serious Game for Dengue Awareness
[NO] 273/1000 | Inpainting Detection via Image Segmentation with a Modified U-Net Architecture
[NO] 274/1000 | The Evolving Landscape of Artificial Intelligence in Biomedical Imaging
[NO] 275/1000 | Digital Twin Applications in Industrial Engineering: From Process Optimization to Autonomous Systems
[NO] 276/1000 | Student and Employer Perspectives on IT Leadership in the Context of AI and IoT
[NO] 277/1000 | Strategies for ICT integration in secondary education towards socio-professional relevance
[NO] 278/1000 | JvWiki-Clean: A Language-Specific Cleaning Pipeline for Javanese Wikipedia
[NO] 279/1000 | Implementation of Least Significant Bit Steganography using the RSA Algorithm in a Telegram Bot
[NO] 280/1000 | Lip Reading using Inner Lip Contour Feature with Deep Learning
[NO] 281/1000 | LoRa-Enabled Communication System for Autonomous DJI Tello Drone Operation
[NO] 282/1000 | Deep Learning Approach for Multi-Class Classification of Textual Data via Bi-LSTM
[NO] 283/1000 | An Instructional Method for Designing (15,7) BCH Codes Capable of Correcting Two Errors and its use in University Teaching
[NO] 284/1000 | Building a logical context for making decisions about cardiovascular diseases using lipoprotein information
[NO] 285/1000 | School Timetable Optimization Model Using Genetic Algorithms Considering Hard and Soft Constraints
[NO] 286/1000 | Catch Me If You Can: Retain High Stealthiness and Durability of Backdoor Attack in Federated Learning_supp1-3639885.pdf
[NO] 287/1000 | IEEE Feedback
[NO] 288/1000 | Copyright Page
[NO] 289/1000 | Adaptive and Robust DBSCAN With Multi-Agent Reinforcement Learning_supp1-3648017.pdf
[NO] 290/1000 | Slack Federated Adversarial Training_supp1-3646649.pdf
[NO] 291/1000 | Measuring the Unmeasurable: Demystifying Silent Data Corruptions in AI Accelerators through Microarchitectural Modeling
[NO] 292/1000 | A Review of Partial Discharge in High-Frequency and High-Speed WBG-Based Electric Drives
[NO] 293/1000 | Performance Evaluation of Alternative Programming Techniques in PHP
[NO] 294/1000 | A Modulated Position-Indexed Differential Chaos Shift Keying System With Enhanced BER and Throughput
[NO] 295/1000 | Low Earth Orbit Satellite Network Routing
[NO] 296/1000 | Advancing Prostate Cancer Diagnosis with DCGAN-Generated Synthetic Histopathology Images
[NO] 297/1000 | Exploring User Plane Function Implementations for Adaptive 6G Networks
[NO] 298/1000 | A Literature Review on Real-Time Crime Detection Using Deep Learning and Edge Computing
[NO] 299/1000 | Design of Indicators for the Logistic Control of Products in a Commercial Company Based on Business Intelligence
[NO] 300/1000 | Business Model and Technical Implementation for the Production of Glued Balsa Blocks in an Ecuadorian Balsa Company
[NO] 301/1000 | Thermal Dynamics in Agricultural Soils under Different Vegetative Covers in Coastal Ecuador
[NO] 302/1000 | Web-based entrepreneurship project management platform using RESTful architecture
[NO] 303/1000 | B_Welfare: Design and Modeling of a Web Platform for Labor Welfare
[NO] 304/1000 | Immutable Audit of EV Charging Sessions Using Blockchain and IPFS
[NO] 305/1000 | The Role of Artificial Intelligence in Delivering Electronic Administrative Services
[NO] 306/1000 | Real-Time FPGA-Based Wideband Signal Generator for Surface Movement Radar Applications
[NO] 307/1000 | AID-UPF: An AI-Enabled Distributed User Plane Framework for Emotion-Aware 6G Networks
[NO] 308/1000 | Model based design methodology using Youla parametrization for fractional order controllers implementation
[NO] 309/1000 | Beef Freshness Detection Tool Design using the Support Vector Machine (SVM) Method
[NO] 310/1000 | Comparative Study of Human Gait Using 2D Video-Based Motion Analysis
[NO] 311/1000 | Comparative study of hand-gesture recognition (HGR) models using EMG signals with a focus on intrapersonal variation
[NO] 312/1000 | Electronic Control Unit Design for BLDC and EPS Motor Control
[NO] 313/1000 | Delay Effects in Stability Augmentation System of Aircraft Longitudinal Dynamics: A Case Study on Boeing 747
[NO] 314/1000 | Analysis of EM Side-Channel Leakage on an RO-PUF and Proposed Countermeasures
[YES] 315/1000 | Towards Secure BPF Kernel Extension with Hardware-enhanced Memory Isolation
[NO] 316/1000 | Multi-UAV Cooperative Navigation Based on Multi-Source Information Fusion: A Review
[NO] 317/1000 | Improper Gaussian Signaling for Uplink NOMA Systems With Finite Blocklength Codes Under Imperfect SIC
[NO] 318/1000 | UAV-Enabled Aerial Monitoring Aided by STAR-RIS: A Stochastic Optimization Framework
[NO] 319/1000 | Dual-Polarized Antenna with Flexible Pattern Steering Based on Digital Meta-surface for Satellite-Assisted Mobile Communication
[NO] 320/1000 | Video Face Super-Resolution with High-Precision Identity Preservation
[NO] 321/1000 | Applicability Analysis of InSAR Tropospheric Delay Correction for Landslide Monitoring Considering Periodicity Characteristics-Case Study on Southwest Mountainous Region
[NO] 322/1000 | Federated Blockchain-Based Resilient Identity Management for Securing Consumer Vehicular Networks
[NO] 323/1000 | C4D 2025 Contributor Page
[NO] 324/1000 | ICON-SONICS 2025 Opinion
[NO] 325/1000 | SpiderSense: Lightweight Last-Level Cache Management via Time Period Tagging for LLC-Critical Workloads
[NO] 326/1000 | Assessing the Feasibility of Robotic Systems for Measuring Internal Corrosion Using SWOT Analysis
[NO] 327/1000 | Methods of Industrial Control Applied in a Door Lock Assembling Machine
[YES] 328/1000 | Towards Trustworthy AI-Assisted Software Development
[NO] 329/1000 | Evaluation of Mechanical Properties of Asphalt Mixtures Using Walnut Shell Ash and Recycled Asphalt Pavement
[NO] 330/1000 | Improving Reliability and Latency in FANETs Using Machine Learning
[NO] 331/1000 | Opportunities for using Combined Energy Production from Livestock Manure and Running Water Energy in Bulgaria
[NO] 332/1000 | Tomato Leaf Disease Detection: A Comparative Study using Deep Convolutional Networks and Vision Transformer
[NO] 333/1000 | Study of Total Cost of Ownership of Variable Frequency Drives
[NO] 334/1000 | The Challenge of Deploying Fixed Broadband Infrastructure in Ecuador: Regulation and Operational Costs
[NO] 335/1000 | Application of machine learning methods for the prediction level of development in supply chain
[NO] 336/1000 | Noise level analysis using I-SIMPA Simulation: A case study in the Hotel Operations Laboratory, Universitas Multimedia Nusantara, Indonesia
[NO] 337/1000 | Pedestrian Wind Environment in Urban Fabrics: Field Measurements, CFD Modeling, and Mitigation Measures
[NO] 338/1000 | A Review of Deep Metric Learning Methods in Disease Detection on Medical Images
[NO] 339/1000 | Near Field Focusing to Assist Emerging Networking, Tracking and Sensing Technologies
[NO] 340/1000 | The Agentic Brand: How Autonomous AI is Reshaping Sentiment, Strategy, and Consumer Engagement
[NO] 341/1000 | The teaching of physics from cinema: an epistemological proposal with the film Interstellar
[NO] 342/1000 | A Battery Swapping Scheduling System for Electric Motorcycle Ride-Hailing Drivers using Adaptive Large Neighborhood Search
[NO] 343/1000 | Comparative Evaluation and Deployment of Machine Learning Models for Predicting Student Academic Performance
[NO] 344/1000 | Machine Learning-based Measurement Models: A novel methodology for GUM-based uncertainty evaluation
[NO] 345/1000 | ETCM 2025 Cover Page
[NO] 346/1000 | C4D 2025 Cover Page
[NO] 347/1000 | Toward Unified Expertise: Learning a Single Vision Model from Diverse Perception_supp1-3647880.pdf
[NO] 348/1000 | CIEES 2025 Author Index
[NO] 349/1000 | Temperature Cycling Life Prediction of Low-Voltage Transportation Electric Machines Winding: From Lifetime Model Proposal to Applications
[NO] 350/1000 | State-of-the-Art Technologies and Emerging Trends in Radar-Based vital signs Sensing: A Review
[NO] 351/1000 | Adaptive Robust Fusion of MIMU Array for Dynamic Scenarios
[NO] 352/1000 | A Five-Level Integrated Common-Ground-Type Inverter With Dynamic Voltage-Gain
[NO] 353/1000 | Increasing the Digital Capacity of Organizations by Using Digital Wallets in the European Blockchain Services Infrastructure
[NO] 354/1000 | Centralised Orchestration and Strategic Alignment in AI-Agent-Enabled Supply Chains
