[2025-12-03 09:14:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-02
正在获取论文...
[arXiv] 2025-12-02 | On the ellipticity of the higher rank numerical range
[NO] 23/1756 | Evidence of Spin-Interference Effects in Exclusive $J/ψ\to e^+e^-$ Photoproduction in Ultraperipheral Heavy-Ion Collisions
[NO] 24/1756 | Monomorphism-based CGRA Mapping via Space and Time Decoupling
[NO] 25/1756 | From Dark Sectors to the Axion-Neutrino Connection
[YES] 26/1756 | promptolution: A Unified, Modular Framework for Prompt Optimization
[NO] 27/1756 | Steering Vision-Language-Action Models as Anti-Exploration: A Test-Time Scaling Approach
[NO] 28/1756 | There are no excess one digraphs
[NO] 29/1756 | Decryption thorough polynomial ambiguity: noise-enhanced high-memory convolutional codes for post-quantum cryptography
[NO] 30/1756 | Q-triplet characterization of atmospheric time series at Antofagasta: A missing values problem
[NO] 31/1756 | Designing FAIR Workflows at OLCF: Building Scalable and Reusable Ecosystems for HPC Science
[NO] 32/1756 | Implementation and Analysis of Quantum Majority Rules under Noisy Conditions
[YES] 33/1756 | Enhancing Automated Paper Reproduction via Prompt-Free Collaborative Agents
[NO] 34/1756 | Direct observational evidence that higher-luminosity type 1 active galactic nuclei are most commonly triggered by galaxy mergers
[NO] 35/1756 | A novel design of general-purpose spectrometer with nucleon polarimeter function
[NO] 36/1756 | TriLex: A Framework for Multilingual Sentiment Analysis in Low-Resource South African Languages
[NO] 37/1756 | Gain-Scheduling Data-Enabled Predictive Control for Nonlinear Systems with Linearized Operating Regions
[NO] 38/1756 | HUD: Hierarchical Uncertainty-Aware Disambiguation Network for Composed Video Retrieval
[NO] 39/1756 | Stability and Hopf bifurcation analysis of an age-structured SVIRS epidemic model with temporary immunity
[NO] 40/1756 | Universality and Falsifiability of Quantum Spacetime Decoherence: A Gauge-Invariant Framework for Gravitational-Wave Phase Diffusion
[NO] 41/1756 | LumiX: Structured and Coherent Text-to-Intrinsic Generation
[NO] 42/1756 | Devil's Games and $\text{Q}\mathbb{R}$: Continuous Games complete for the First-Order Theory of the Reals
[NO] 43/1756 | Intrinsic Second-Order Topological Superconductors with Tunable Majorana Zero Modes
[NO] 44/1756 | Reinforcement learning for irreversible reinsurance problems: the randomized singular control approach
[NO] 45/1756 | X-ray photon correlation spectroscopy of hydrated lysozyme at elevated pressures
[NO] 46/1756 | Interplay of phonons, intertwined density waves, and induced spin density wave in trilayer nickelates Pr4-xLaxNi3O10
[NO] 47/1756 | Design and optimization of zone plates for flying focus applications
[NO] 48/1756 | Masking Matters: Unlocking the Spatial Reasoning Capabilities of LLMs for 3D Scene-Language Understanding
[NO] 49/1756 | Dual-Robust Cross-Domain Offline Reinforcement Learning Against Dynamics Shifts
[NO] 50/1756 | Orbital-resolved three-body recombination across a p-wave Feshbach resonance in ultracold $^6$Li
[NO] 51/1756 | Vision to Geometry: 3D Spatial Memory for Sequential Embodied MLLM Reasoning and Exploration
[NO] 52/1756 | Does Hearing Help Seeing? Investigating Audio-Video Joint Denoising for Video Generation
[NO] 53/1756 | ClusterStyle: Modeling Intra-Style Diversity with Prototypical Clustering for Stylized Motion Generation
[NO] 54/1756 | HouseLayout3D: A Benchmark and Training-Free Baseline for 3D Layout Estimation in the Wild
[NO] 55/1756 | Optimal Handover Strategies in LEO Satellite Networks
[NO] 56/1756 | Demonstration of magic dressing of $^3$He
[NO] 57/1756 | Continual Learning for Singing Voice Separation with Human in the Loop Adaptation
[NO] 58/1756 | Posted Pricing for Online Selection: Limited Price Changes and Risk Sensitivity
[NO] 59/1756 | MitUNet: Enhancing Floor Plan Recognition using a Hybrid Mix-Transformer and U-Net Architecture
[NO] 60/1756 | Data Curation Through the Lens of Spectral Dynamics: Static Limits, Dynamic Acceleration, and Practical Oracles
[NO] 61/1756 | Signed Mahonian Polynomials on Colored Derangements
[NO] 62/1756 | TaleFrame: An Interactive Story Generation System with Fine-Grained Control and Large Language Models
[NO] 63/1756 | Error estimates for semi-Lagrangian schemes with higher-order interpolation for conservation laws with dispersive terms
[NO] 64/1756 | The Liouville theorem on H-type groups
[NO] 65/1756 | Fleet Size and Mix Capacitated Vehicle Routing Problem with Time Windows for Mobile Fast Chargers
[NO] 66/1756 | Diffusion-Model-enhanced Multiobjective Optimization for Improving Forest Monitoring Efficiency in UAV-enabled Internet-of-Things
[NO] 67/1756 | On the Convergence of Density-Based Predictive Control for Multi-Agent Non-Uniform Area Coverage
[NO] 68/1756 | Memory-Augmented Knowledge Fusion with Safety-Aware Decoding for Domain-Adaptive Question Answering
[NO] 69/1756 | Fundamental groups and descriptive set theory
[NO] 70/1756 | Characterizing Off-Chain Influence Proof Transaction Fee Mechanisms
[NO] 71/1756 | A Cyclic Shift Embedded Pilot based Channel Estimation for Multi-User MIMO-OTFS systems with fractional delay and Doppler
[NO] 72/1756 | Understanding and Harnessing Sparsity in Unified Multimodal Models
[NO] 73/1756 | Ramanujan's function on small primes
[NO] 74/1756 | Leading effective field theory corrections to the Kerr metric at all spins
[NO] 75/1756 | Forecasting MBTA Transit Dynamics: A Performance Benchmarking of Statistical and Machine Learning Models
[NO] 76/1756 | Layered Division and Global Allocation for Community Detection in Multilayer Network
[NO] 77/1756 | Retrieval-Augmented Memory for Online Learning
[NO] 78/1756 | Unlocking the Power of Boltzmann Machines by Parallelizable Sampler and Efficient Temperature Estimation
[NO] 79/1756 | A dimer view on Fox's trapezoidal conjecture
[NO] 80/1756 | Anharmonic interaction as random field for thermal transport in FPU-$β$ lattice
[NO] 81/1756 | Quantum Vanguard: Server Optimized Privacy Fortified Federated Intelligence for Future Vehicles
[NO] 82/1756 | Solitary Alfvén Waves
[NO] 83/1756 | Enhancing Cross Domain SAR Oil Spill Segmentation via Morphological Region Perturbation and Synthetic Label-to-SAR Generation
[YES] 84/1756 | Multi-Objective Agentic Rewrites for Unstructured Data Processing
[NO] 85/1756 | The Hilbert space of gauge theories: group averaging and the quantization of Jackiw-Teitelboim gravity
[NO] 86/1756 | Combinatorial foundations for solvable chaotic local Euclidean quantum circuits in two dimensions
[NO] 87/1756 | SMP: Reusable Score-Matching Motion Priors for Physics-Based Character Control
[NO] 88/1756 | Semiparametric Robust Estimation of Population Location
[NO] 89/1756 | Distribution-Calibrated Inference time compute for Thinking LLM-as-a-Judge
[NO] 90/1756 | The discrete wave equation with applications to scattering theory and quantum chaos
[NO] 91/1756 | Radiative decays of the $Σ_c$, $Ξ'_c$ and $Ω_c$ charmed baryons
[NO] 92/1756 | DGGT: Feedforward 4D Reconstruction of Dynamic Driving Scenes using Unposed Images
[NO] 93/1756 | IOTA Experiment for Proton Pulse Compression at Extreme Space-Charge
[NO] 94/1756 | DynamicVerse: A Physically-Aware Multimodal Framework for 4D World Modeling
[NO] 95/1756 | All planar three-loop Feynman integrals for the production of two vector bosons at hadron colliders
[NO] 96/1756 | GNSS Array-Based Multipath Detection Employing UKF on Manifolds
[NO] 97/1756 | The Composite Spectrum of QSO Absorption Line Systems in DESI DR2
[NO] 98/1756 | Positional memory of skyrmions in magnetic bilayers
[NO] 99/1756 | Tissue-mask supported inter-subject whole-body image registration in the UK Biobank -- A method benchmarking study
[NO] 100/1756 | Thermoelectric coefficients of two-flavor quark matter from the Kubo formalism
[NO] 101/1756 | The brain-AI convergence: Predictive and generative world models for general-purpose computation
[NO] 102/1756 | Vessel Network Topology in Molecular Communication: Insights from Experiments and Theory
[NO] 103/1756 | Radio, X-ray, and EUV signatures of internal and external reconnection of an erupting flux rope
[NO] 104/1756 | Characterisation of the LAPPD, a large area microchannel-plate PMT
[NO] 105/1756 | PEFT-Factory: Unified Parameter-Efficient Fine-Tuning of Autoregressive Large Language Models
[NO] 106/1756 | Contextual Image Attack: How Visual Context Exposes Multimodal Safety Vulnerabilities
[NO] 107/1756 | Adversarial Jamming for Autoencoder Distribution Matching
[NO] 108/1756 | Beyond Paired Data: Self-Supervised UAV Geo-Localization from Reference Imagery Alone
[NO] 109/1756 | Sum of Squares Decompositions for Structured Biquadratic Forms
[YES] 110/1756 | Self-Improving AI Agents through Self-Play
[NO] 111/1756 | DF-Mamba: Deformable State Space Modeling for 3D Hand Pose Estimation in Interactions
[NO] 112/1756 | StockMem: An Event-Reflection Memory Framework for Stock Forecasting
[NO] 113/1756 | A Port-Hamiltonian Modeling Approach for Integrated Hydrogen Systems
[YES] 114/1756 | G-PIFNN: A Generalizable Physics-informed Fourier Neural Network Framework for Electrical Circuits
[NO] 115/1756 | CREST: Universal Safety Guardrails Through Cluster-Guided Cross-Lingual Transfer
[NO] 116/1756 | Adaptive hydrogels with spatiotemporal stiffening using pH-modulating enzymes
[NO] 117/1756 | Double-Helix based Real-Time Single Particle Tracking
[NO] 118/1756 | Search for persistent radio emission towards selected localised Fast Radio Burst positions using the MeerKAT Telescope
[NO] 119/1756 | ClimaOoD: Improving Anomaly Segmentation via Physically Realistic Synthetic Data
[NO] 120/1756 | Distributed and Autonomic Minimum Spanning Trees
[NO] 121/1756 | Peculiar SN Ic 2022esa: An explosion of a massive Wolf-Rayet star in a binary as a precursor to a BH-BH binary?
[YES] 122/1756 | Exploring Depth Generalization in Large Language Models for Solving Recursive Logic Tasks
[NO] 123/1756 | UAUTrack: Towards Unified Multimodal Anti-UAV Visual Tracking
[NO] 124/1756 | Efficient Simulation of the 2D Hubbard Model via Hilbert Space-Filling Curve Mapping
[NO] 125/1756 | Theoretical analysis of beaconless geocast protocols in 1D
[NO] 126/1756 | Spatially-Grounded Document Retrieval via Patch-to-Region Relevance Propagation
[NO] 127/1756 | Reevaluating the $a_1(1420)$ enhancement and its molecular partners in the low-lying axial-vector meson spectrum
[NO] 128/1756 | Real-Time Multimodal Data Collection Using Smartwatches and Its Visualization in Education
[NO] 129/1756 | On the relationship between Heider links and Ising spins
[NO] 130/1756 | Leveraging Large-Scale Pretrained Spatial-Spectral Priors for General Zero-Shot Pansharpening
[NO] 131/1756 | Electric-Field and Doping-Induced Non collinear Magnetic Interactions in Monolayer Ti$_2$Si
[NO] 132/1756 | Zero-Shot Instruction Following in RL via Structured LTL Representations
[NO] 133/1756 | Quantum LLMs Using Quantum Computing to Analyze and Process Semantic Information
[NO] 134/1756 | Interface Correlators in Symmetric Product Orbifolds
[NO] 135/1756 | Linear independence of values of Dirichlet $L$ functions
[NO] 136/1756 | Investigating the Integrated Digital Interventions Delivered by a Therapeutic Companion Agent for Young Adults with Symptoms of Depression: A Proof-of-Concept Study
[NO] 137/1756 | Parameter identification of lithium-ion batteries: a comparative study of various models and optimization techniques for battery modeling
[NO] 138/1756 | Stellar chemistry and planet size: insights from GALAH DR4
[NO] 139/1756 | Hilbert's Basis Theorem for generalized nonassociative Ore extensions
[NO] 140/1756 | Ultrafast Stiffening of the Lattice Potential and Metastable State Formation in 1$T$-TiSe$_2$
[NO] 141/1756 | A Statistical Analysis of Fluence and Energy Distributions of Non-repeating Fast Radio Bursts Detected by CHIME
[NO] 142/1756 | Numerical analysis of the impact of water temperature setpoint and energy strategies on indoor pool performance
[NO] 143/1756 | Deep Q-Learning-Driven Power Control for Enhanced Noma User Performance
[NO] 144/1756 | GoRL: An Algorithm-Agnostic Framework for Online Reinforcement Learning with Generative Policies
[NO] 145/1756 | Self-Expanding Solutions to the Mean Curvature Flow for Multiphase Surfaces with Regular Junctions
[NO] 146/1756 | Zero-Forcing MU-MIMO Precoding under Power Amplifier Non-Linearities
[NO] 147/1756 | On Galois representations associated to mod $p$ Hilbert modular forms
[NO] 148/1756 | Lie and pre-Lie theory of Novikov algebras
[NO] 149/1756 | Intervention Strategies for Fairness and Efficiency at Autonomous Single-Intersection Traffic Flows
[NO] 150/1756 | EZYer: A simulacrum of high school with generative agent
[NO] 151/1756 | Excitation function of femtoscopic Lévy source parameters of pion pairs in EPOS4
[NO] 152/1756 | Atomic decomposition for an affine Weyl group of type $G_2$
[NO] 153/1756 | A New Approach from Lattice of Subgroup Sets to Generalized Solvable Extension Formations
[NO] 154/1756 | A Human-centric Framework for Debating the Ethics of AI Consciousness Under Uncertainty
[NO] 155/1756 | AVGGT: Rethinking Global Attention for Accelerating VGGT
[NO] 156/1756 | Regime Maps for Sloshing in Horizontal Cylindrical Tanks Under Vertical Acceleration
[NO] 157/1756 | Aetheria: A multimodal interpretable content safety framework based on multi-agent debate and collaboration
[NO] 158/1756 | Updates on dipolar anisotropy in local measurements of the Hubble constant from Cosmicflows-4
[NO] 159/1756 | Inductive limits of partial crossed products
[NO] 160/1756 | On the Problem of Consistent Anomalies in Zero-Shot Anomaly Detection
[NO] 161/1756 | Water Quality Estimation Through Machine Learning Multivariate Analysis
[NO] 162/1756 | Emergent Chiral Spin Crystal Phase in (111) SrRuO3 Thin Films
[NO] 163/1756 | AskNearby: An LLM-Based Application for Neighborhood Information Retrieval and Personalized Cognitive-Map Recommendations
[NO] 164/1756 | dots.ocr: Multilingual Document Layout Parsing in a Single Vision-Language Model
[NO] 165/1756 | A Large Scale Benchmark for Test Time Adaptation Methods in Medical Image Segmentation
[NO] 166/1756 | A Fully First-Order Layer for Differentiable Optimization
[NO] 167/1756 | YingVideo-MV: Music-Driven Multi-Stage Video Generation
[NO] 168/1756 | CAMEO: Correspondence-Attention Alignment for Multi-View Diffusion Models
[NO] 169/1756 | A new constraint on the $y$-distortion with FIRAS: implications for feedback models in galaxy formation and cosmic shear measurements
[NO] 170/1756 | The Moral Consistency Pipeline: Continuous Ethical Evaluation for Large Language Models
[NO] 171/1756 | TokenPowerBench: Benchmarking the Power Consumption of LLM Inference
[NO] 172/1756 | AutoBrep: Autoregressive B-Rep Generation with Unified Topology and Geometry
[NO] 173/1756 | On hyperbolic links associated to Eulerian cycles on ideal right-angled hyperbolic $3$-polytopes
[NO] 174/1756 | Microscopic evidence of dominant excitonic instability in Ta2NiSe5
[NO] 175/1756 | Structured Clifford+T Circuits for Efficient Generation of Quantum Chaos
[NO] 176/1756 | TEXTRIX: Latent Attribute Grid for Native Texture Generation and Beyond
[NO] 177/1756 | U4D: Uncertainty-Aware 4D World Modeling from LiDAR Sequences
[NO] 178/1756 | On the Cutting Edge: Helical Liquids in Time-Reversal-Invariant Topological Materials
[NO] 179/1756 | Minimal algebraic space filling curves on the product of projective lines
[NO] 180/1756 | Harnessing swarms for directed migration of interacting active particles via optimal global control
[NO] 181/1756 | WorldMM: Dynamic Multimodal Memory Agent for Long Video Reasoning
[NO] 182/1756 | Transient rebellions in the Kuramoto oscillator: Morse-Smale structural stability and connection graphs of finite 2-shift type
[NO] 183/1756 | Size control guidelines for chemically active droplets
