[2025-12-24 09:14:32] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-23
正在获取论文...
[arXiv] 2025-12-23 | Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability
[NO] 119/1682 | Spatio-Temporal Graphs Beyond Grids: Benchmark for Maritime Anomaly Detection
[NO] 120/1682 | Force Sensing Beyond the Standard Quantum Limit in a Hybrid Optomechanical Platform
[NO] 121/1682 | Fault Injection Attacks on Machine Learning-based Quantum Computer Readout Error Correction
[NO] 122/1682 | From Dissipativity Property to Data-Driven GAS Certificate of Degree-One Homogeneous Networks with Unknown Topology
[NO] 123/1682 | Reason2Decide: Rationale-Driven Multi-Task Learning
[NO] 124/1682 | Change Point Detection and Mean-Field Dynamics of Variable Productivity Hawkes Processes
[NO] 125/1682 | Microscopic and spectroscopic evidences for multiple ion-exchange reactions controlling biomineralization of CaO.MgO.2SiO2 nanoceramics
[NO] 126/1682 | Fabrication, drug delivery kinetics and cell viability assay of PLGA-coated vancomycin-loaded silicate porous microspheres
[NO] 127/1682 | FastMPS: Revisit Data Parallel in Large-scale Matrix Product State Sampling
[NO] 128/1682 | DS-HGCN: A Dual-Stream Hypergraph Convolutional Network for Predicting Student Engagement via Social Contagion
[NO] 129/1682 | Towards Generative Location Awareness for Disaster Response: A Probabilistic Cross-view Geolocalization Approach
[NO] 130/1682 | Self-motion as a structural prior for coherent and robust formation of cognitive maps
[NO] 131/1682 | Convergence analysis of data augmentation algorithms in Bayesian lasso models with log-concave likelihoods
[NO] 132/1682 | DecoKAN: Interpretable Decomposition for Forecasting Cryptocurrency Market Dynamics
[NO] 133/1682 | On the 3-rank of the class group of quadratic fields
[NO] 134/1682 | Scaling Point-based Differentiable Rendering for Large-scale Reconstruction
[NO] 135/1682 | Verification of the Outer Space Treaty with Cosmic Protons
[NO] 136/1682 | HeylandCircle: A Computational Framework for the Geometric Reconstruction of the Heyland Circle Diagram
[NO] 137/1682 | Reliable LLM-Based Edge-Cloud-Expert Cascades for Telecom Knowledge Systems
[NO] 138/1682 | Superconductivity Near a Quantum Critical Point: Bounds on the Transition Temperature in the $γ$-Model
[NO] 139/1682 | Semiparametric KSD test: unifying score and distance-based approaches for goodness-of-fit testing
[NO] 140/1682 | A Markov-switching dynamic matrix factor model for the high-dimensional matrix time series
[NO] 141/1682 | Control Variate Score Matching for Diffusion Models
[NO] 142/1682 | Schoenfeld's Anatomy of Mathematical Reasoning by Language Models
[NO] 143/1682 | Efficient Gradient-Based Optimization for Joint Layout Design and Control of Wind Turbines
[NO] 144/1682 | Quasi-interpolation with random sampling centers
[NO] 145/1682 | IGDMRec: Behavior Conditioned Item Graph Diffusion for Multimodal Recommendation
[NO] 146/1682 | Real Matrix Representations of Quantum Operators: An Introduction to Quantum Index Algebra
[NO] 147/1682 | The Nobel Prize in physics and the contribution of Ukrainian scientists to the understanding of quantum phenomena, in particular the behavior of macroscopic systems (The 2025 Nobel Prize in Physics)
[NO] 148/1682 | HistoWAS: A Pathomics Framework for Large-Scale Feature-Wide Association Studies of Tissue Topology and Patient Outcomes
[NO] 149/1682 | Community Notes: Crowd Participation and Dependence on Professional Fact-Checking Across Languages
[NO] 150/1682 | Dynamic Imaging of Periodic Structures using Extreme Ultraviolet Scatterometry
[NO] 151/1682 | Interpolative Decoding: Exploring the Spectrum of Personality Traits in LLMs
[NO] 152/1682 | LightTact: A Visual-Tactile Fingertip Sensor for Deformation-Independent Contact Sensing
[NO] 153/1682 | Towards compressed baryonic matter densities: thermodynamics and transport coefficients
[NO] 154/1682 | Shifted twisted Yangians of quasi-split ADE types
[NO] 155/1682 | Benchmarking LLMs for Predictive Applications in the Intensive Care Units
[NO] 156/1682 | Holographic shear correlators at low temperatures, and quantum $η/s$
[NO] 157/1682 | Metrologically advantageous states: long-range entanglement and asymmetric error correction
[NO] 158/1682 | Clust-PSI-PFL: A Population Stability Index Approach for Clustered Non-IID Personalized Federated Learning
[NO] 159/1682 | The Exact Uncertainty Relation and Geometric Speed Limits in Krylov Space
[NO] 160/1682 | Lie algebra-assisted quantum simulation and quantum optimal control via high-order Magnus expansions
[NO] 161/1682 | A Tutorial to Multirate Extended Kalman Filter Design for Monitoring of Agricultural Anaerobic Digestion Plants
[NO] 162/1682 | Field-Space Attention for Structure-Preserving Earth System Transformers
[YES] 163/1682 | A Comprehensive Study of Bugs in Modern Distributed Deep Learning Systems
[NO] 164/1682 | Design and Modeling of a Simple-Structured Continuously Variable Transmission Utilizing Shape Memory Alloy Superelasticity for Twisted String Actuator
[NO] 165/1682 | Unipotent orbits of elements in a quaternion ring of odd order
[NO] 166/1682 | SynCraft: Guiding Large Language Models to Predict Edit Sequences for Molecular Synthesizability Optimization
[NO] 167/1682 | Supertranslation in the bulk for generic spacetime
[NO] 168/1682 | A Lovász theta lower bound on Quantum Max Cut
[NO] 169/1682 | Weak Fano threefolds arising as the blowup of a hyperquadric in $\mathbb{P}^4$ along a curve
[NO] 170/1682 | LP-CFM: Perceptual Invariance-Aware Conditional Flow Matching for Speech Modeling
[NO] 171/1682 | Algorithm for Interpretable Graph Features via Motivic Persistent Cohomology
[NO] 172/1682 | Equivalence of the null energy condition to variable lower bounds on the timelike Ricci curvature for $C^2$-Lorentzian metrics
[NO] 173/1682 | Entropy of matter on the Carroll geometry
[NO] 174/1682 | Mixture-of-Experts with Gradient Conflict-Driven Subspace Topology Pruning for Emergent Modularity
[NO] 175/1682 | HGAN-SDEs: Learning Neural Stochastic Differential Equations with Hermite-Guided Adversarial Training
[NO] 176/1682 | Maximizing the Egalitarian Welfare in Friends and Enemies Games
[NO] 177/1682 | ${D}^{3}${ETOR}: ${D}$ebate-Enhanced Pseudo Labeling and Frequency-Aware Progressive ${D}$ebiasing for Weakly-Supervised Camouflaged Object ${D}$etection with Scribble Annotations
[NO] 178/1682 | LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation
[NO] 179/1682 | Quantum Geometric Tensor in the Wild: Resolving Stokes Phenomena via Floquet-Monodromy Spectroscopy
[NO] 180/1682 | Unified Multimodal Brain Decoding via Cross-Subject Soft-ROI Fusion
[NO] 181/1682 | Koopman for stochastic dynamics: error bounds for kernel extended dynamic mode decomposition
[NO] 182/1682 | Effect of Underlayer Induced Charge Carrier Substitution on the Superconductivity of Ti40V60 Alloy Thin Films
[NO] 183/1682 | Magnetoelastic honeycomb fragmentation in VI$_{3}$
[NO] 184/1682 | Benchmarking Universal Interatomic Potentials on Elemental Systems
[NO] 185/1682 | Finite-Time Control Based on Differential Flatness for Wheeled Mobile Robots with Experimental Validation
[NO] 186/1682 | Composition-Based Machine Learning for Screening Superconducting Ternary Hydrides from a Curated Dataset
[NO] 187/1682 | LiteFusion: Taming 3D Object Detectors from Vision-Based to Multi-Modal with Minimal Adaptation
[NO] 188/1682 | TongSIM: A General Platform for Simulating Intelligent Machines
[NO] 189/1682 | Corpus of Cross-lingual Dialogues with Minutes and Detection of Misunderstandings
[NO] 190/1682 | Waveguide-integrated colour centres in silicon carbide with broadband photonic crystal reflectors for efficient readout
[NO] 191/1682 | Generative Latent Coding for Ultra-Low Bitrate Image Compression
[NO] 192/1682 | Products of nilpotents in a quaternion ring of odd order
[NO] 193/1682 | Learning to Reason in LLMs by Expectation Maximization
[YES] 194/1682 | AI Security Beyond Core Domains: Resume Screening as a Case Study of Adversarial Vulnerabilities in Specialized LLM Applications
[NO] 195/1682 | Titchmarsh theorems for Hölder-Lipschitz functions on fundamental domains of lattices in $\mathbb{R}^{d}$ with applications to boundedness of Fourier multipliers
[NO] 196/1682 | Thermal wakefield structure in plasma acceleration processes: insights from fluid models and PIC simulations
[NO] 197/1682 | Highly Tunable Two-Qubit Interactions in Si/SiGe Quantum Dots by Interchanging the Roles of Qubit-Defining Gates
[NO] 198/1682 | Net 582-Gb/s C-band and 4$\times$526-Gb/s O-band IMDD Transmis-sion Using Ultra-broadband InP-DHBT-based Electrical Mixer
[NO] 199/1682 | Rationality and cylindricity of $\Bbbk$-forms of singular del Pezzo surfaces
[NO] 200/1682 | A Certified Goal-Oriented A Posteriori Defeaturing Error Estimator for Elliptic PDEs
[NO] 201/1682 | The Zero-Frequency Limit of Spherical Cavity Modes: On the Formal Endpoint at v=1
[NO] 202/1682 | Tunably realizing flat-bands and exceptional points in kinetically frustrated systems: An example on the non-Hermitian Creutz ladder
[NO] 203/1682 | FedPOD: the deployable units of training for federated learning
[NO] 204/1682 | Saddle-to-Saddle Dynamics Explains A Simplicity Bias Across Neural Network Architectures
[NO] 205/1682 | Repurposing Video Diffusion Transformers for Robust Point Tracking
[NO] 206/1682 | Modeling Economic Systems as Multiport Networks
[NO] 207/1682 | Elementwise conservative actions and new constructions of boomerang subgroups
[NO] 208/1682 | Signatures of High-Frequency Gravitational Waves in Electromagnetic Cavities
[NO] 209/1682 | Automated stereotactic radiosurgery planning using a human-in-the-loop reasoning large language model agent
[NO] 210/1682 | Spin-induced quadrupole moment based test for eccentric binaries
[NO] 211/1682 | Improving ML Training Data with Gold-Standard Quality Metrics
[NO] 212/1682 | Performative Policy Gradient: Optimality in Performative Reinforcement Learning
[NO] 213/1682 | The Cosmological Constant and Dark Dimensions from Non-Supersymmetric Strings
[NO] 214/1682 | LEAD: Minimizing Learner-Expert Asymmetry in End-to-End Driving
[NO] 215/1682 | Comparative study of plasmons in half-filled graphene via Quantum Monte Carlo and Random Phase Approximation
[NO] 216/1682 | Eckart heat-flux applicability in $F(Φ,X)R$ theories and the existence of temperature gradients
[NO] 217/1682 | Experimental characterization of the Toffoli gate via channel spectrum benchmarking
[NO] 218/1682 | Precision spectroscopy of the 2S-$n$P transitions in atomic hydrogen
[NO] 219/1682 | SirenPose: Dynamic Scene Reconstruction via Geometric Supervision
[NO] 220/1682 | Magnetic excitons in a suspended 2D antiferromagnetic membrane
[NO] 221/1682 | An Instrument for Physical Vapor Deposition onto Cryo-EM Samples for Microsecond Time-Resolved Cryo-EM
[NO] 222/1682 | Run and Tumble Dynamics of Biased Quantum Trajectories in a Monitored Qubit
[NO] 223/1682 | How fast can a liquid metal drop respond to a time-dependent electrocapillary excitation?
[NO] 224/1682 | Optimality Conditions for Control Systems Governed by Monotone Stochastic Evolution Equations
[NO] 225/1682 | Multi-temporal Adaptive Red-Green-Blue and Long-Wave Infrared Fusion for You Only Look Once-Based Landmine Detection from Unmanned Aerial Systems
[NO] 226/1682 | Cosmological consequences of spontaneous symmetry breaking
[YES] 227/1682 | Bohrium + SciMaster: Building the Infrastructure and Ecosystem for Agentic Science at Scale
[NO] 228/1682 | Push-forward of Hopf--Galois extensions: the non central case
[NO] 229/1682 | Snapshot 3D image projection using a diffractive decoder
[NO] 230/1682 | When Natural Strategies Meet Fuzziness and Resource-Bounded Actions (Extended Version)
[NO] 231/1682 | On the Hartree-Fock phase diagram for the two-dimensional Hubbard model
[NO] 232/1682 | Shadow splitting methods for nonconvex optimisation: epi-approximation, convergence and saddle point avoidance
[NO] 233/1682 | Arbitrary laser frequency modulation algorithm based on iterative on-the-fly deconvolution
[NO] 234/1682 | Iterative learning scheme for crystal structure prediction with anharmonic lattice dynamics
[NO] 235/1682 | Surface Exciton Polaritons and Near-Zero Permittivity Surface Waves Supported by Artificial Organic Hyperbolic Metamaterials
[NO] 236/1682 | Isotropic conductivity of two-dimensional three- and four-phase symmetric composites: duality and universal bounds
[NO] 237/1682 | CLIP Based Region-Aware Feature Fusion for Automated BBPS Scoring in Colonoscopy Images
[NO] 238/1682 | A supersolution approach to doubly degenerate parabolic equations with weights
[NO] 239/1682 | Non linear Regge trajectories of quarkonia from holography
[NO] 240/1682 | Generative Bayesian Spectrum Cartography: Unified Reconstruction and Active Sensing via Diffusion Models
[NO] 241/1682 | A Novel Noise Analysis Method for Frequency Transfer System by Using ADEV Combine with EMD-WT
[NO] 242/1682 | Glauber-theory analysis of nuclear reactions on 12C target with variational Monte Carlo wave functions
[NO] 243/1682 | Ab initio Glauber-theory calculations of high-energy nuclear scattering observables using variational Monte Carlo wave functions
[NO] 244/1682 | High efficiency and compact lithium niobate non-resonant recirculating phase modulator and its applications
[NO] 245/1682 | 3D Stack In-Sensor-Computing (3DS-ISC): Accelerating Time-Surface Construction for Neuromorphic Event Cameras
[NO] 246/1682 | Deep Eigenspace Network and Its Application to Parametric Non-selfadjoint Eigenvalue Problems
[NO] 247/1682 | Structure-Preserving Nonlinear Sufficient Dimension Reduction for Tensors
[NO] 248/1682 | Some results of cohomological properties of $p$-group and non-inner automorphism with order $p$ on non-abelian finite $p$-group
[NO] 249/1682 | Experimental Efficient Source-Independent Quantum Conference Key Agreement
[NO] 250/1682 | Sharp $L^2$ decay rate for (1+2)-dimensional oscillatory integral operators with cubic polynomial phases
[NO] 251/1682 | VALLR-Pin: Dual-Decoding Visual Speech Recognition for Mandarin with Pinyin-Guided LLM Refinement
[NO] 252/1682 | A Variational Characterization and A Line Search Newton-Noda Method for the unifying spectral problem of nonnegative tensors
[NO] 253/1682 | GIFfluence: A Visual Approach to Investor Sentiment and the Stock Market
[NO] 254/1682 | MAPI-GNN: Multi-Activation Plane Interaction Graph Neural Network for Multimodal Medical Diagnosis
[NO] 255/1682 | From Optimization to Learning: Dual-Approach Resource Allocation for Over-the-Air Edge Computing Under Execution Uncertainty
[NO] 256/1682 | Orthogonal Activation with Implicit Group-Aware Bias Learning for Class Imbalance
[NO] 257/1682 | Few-Shot-Based Modular Image-to-Video Adapter for Diffusion Models
[NO] 258/1682 | S$^3$IT: A Benchmark for Spatially Situated Social Intelligence Test
[NO] 259/1682 | Bloom Filter Encoding for Machine Learning
