[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[NO] 328/999 | Downlink Beamforming in 5G Massive MU-MIMO Systems Using SRS-Based Channel Estimation
[NO] 329/999 | Path analysis of digital economy development affecting economic growth
[NO] 330/999 | The Application of ChatGPT in Economics Teaching: Scenarios, Deficiencies and Strategies
[NO] 331/999 | Review for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 332/999 | Design of a Spatial Multi-Mode Energy Selective Antenna Integrating Electromagnetic Protection and Anti-Interference Capabilities
[NO] 333/999 | Journal Serie Confernce ENC 2025
[NO] 334/999 | Session Summary Podcast: Session 10: Performance: Sparse Matrix and Tensor Computation
[NO] 335/999 | Autonomous Reaction–Diffusion Circuits with Chemical Functional Elements: Trigger and Penstock
[NO] 336/999 | A new look at swelling of soft materials, taking into account deviations from the conventional second-order kinetic model
[NO] 337/999 | Fingerprint-Guided Group Contribution Analysis for Interpretable Profiling of Antitubercular Agents
[NO] 338/999 | Adaptive Low-Complexity Multiple Access Scheme for Green Downlink Multi-User Multi-Antenna Systems
[NO] 339/999 | Reliability-Aware Service Function Chain Placement in NFV-Enabled Space-Air-Ground Integrated Network
[NO] 340/999 | Attitude Estimation Hardware Interface for a Peripheral on Super General Purpose SoC
[NO] 341/999 | HPS-YOLO: A UAV-Based Small Object Detection Algorithm
[NO] 342/999 | SpikeTimeRx - A Divide-Attention Based SNN-Transformer Neural Receiver for Multi-Carrier Communication
[NO] 343/999 | Beam Management for 5G FRl LEO based Non-Terrestrial Networks
[NO] 344/999 | Reliable Recovery Algorithm for Multi-Face Images Authentication Technology
[NO] 345/999 | Observer-Based Attack Detection Scheme to Supervise Line Differential Protection
[NO] 346/999 | EEG-Based and Self-Perceived Assessment of Auditory Discrimination and Attentional Responses to Intensity, Pitch and Localization Changes
[NO] 347/999 | Proposal for an ISMS for a University Computing Center
[NO] 348/999 | Enhanced Deep Reinforcement Learning Algorithms for Microgrids Energy Management
[NO] 349/999 | Acoustic Classification of Internal Combustion Engines According to Fuel Type
[NO] 350/999 | OCR Model for Text-Based CAPTCHA Recognition
[NO] 351/999 | Balancing Accuracy and Adaptability: Hybrid Analytical–Neural Control in Omnidirectional Robots
[NO] 352/999 | Use of Emerging Technologies in the Design of a Sailboat
[NO] 353/999 | Design and Fabrication of a Forearm Prosthesis for Pronosupination Movements
[YES] 354/999 | Research on the Impact of Generative Artificial Intelligence on Electronic Engineering
[NO] 355/999 | The influence of rural financial development on economic growth level
[NO] 356/999 | Metaverse development and changes under the new economic landscape
[NO] 357/999 | Research on the Mechanism of Coordinated Development between Digital Transformation of Vocational Education and New Quality Productivity under the United front
[NO] 358/999 | A Novel EEG Signal-to-Image Method for the Learning-Type Fuzzy Template Matching Method, based on multi-resolution integrated images
[NO] 359/999 | Integration of Disaster Risk and Shelter Information into a 3D Urban Model for Intuitive Evacuation Planning in Yokohama City
[NO] 360/999 | Table of Contents
[NO] 361/999 | Mašinsko Učenje U Oblasti Kognitivnog Radija: Dvodecenijska Evolucija I Pravci Daljeg Razvoja
[NO] 362/999 | Session Summary Podcast: Session 1: Paper Session A - Cybersecurity/Security Education
[NO] 363/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp4-3645051.mp4
[NO] 364/999 | State of Charge Estimation in Li-ion Batteries Using a Robust Nonlinear Observer with Low-Cost Sensors
[NO] 365/999 | Analysis of the Aerodynamic and Hydrodynamic Stability of FPSO in Deep Waters of the Gulf of Mexico
[NO] 366/999 | Dynamic Accuracy Estimation in a Wi-Fi-Based Positioning System
[NO] 367/999 | OptičKa MrežA za Daljinsko Upravljanje TračNim Transporterima
[NO] 368/999 | Small Signal Stability Assessment of Large-Scale Grid Connected PV Systems
[NO] 369/999 | CEDAR: A Communication Protocol for Collaborative Event Detection and Reporting in Duty-Cycled Underwater Acoustic Networks
[NO] 370/999 | A Method of Converting Data Between Different Mediums by Forming a Shared Distribution Between Multiple Generative Models
[NO] 371/999 | Machine Learning Methods for Error Correction in the OAM-Based Wireless Communications
[NO] 372/999 | A Maturity Model for Governing Digitalization Projects: DEWA's Digital PMO Approach
[NO] 373/999 | A Generic Algorithm for Universal TDM Communication Over Inter Satellite Links
[NO] 374/999 | Spectrum Data Monitoring based on Frequency Occupancies for Dynamic Spectrum Access
[NO] 375/999 | A Novel Method for GPTP-Based Time Synchronization of 5G UEs Considering Asymmetric Uplink/Downlink Latency
[NO] 376/999 | 6G Network Design with Custom-Tailored IRSs for Sustainable Millimeter-Wave Connectivity Enhancements in Industrial Environments
[NO] 377/999 | Optimization of Radio Coverage using mm Wave to provide Data Services: use case 100ft MG Road, Bengaluru
[NO] 378/999 | Denial of Service Attacks Targeting Layer 2 in 5G RAN
[NO] 379/999 | MLN-BEV: Instance Prediction Algorithm for Temporal Fusion of Dynamic and Static Objects
[NO] 380/999 | Research on Gold Stock Price Forecasting Based on PSO-BP Neural Networks : —A Case Study of the Shandong Gold
[NO] 381/999 | Smartphone-Based System for Quantifying Tremor and Freezing of Gait in Parkinson’s Disease
[NO] 382/999 | Price-Driven, Load-Aware Power Scaling for Green Proximal Spectrum Sharing in Multi-Operator Cellular Networks
[NO] 383/999 | Application of AI with Fintech in financial services sector
[NO] 384/999 | Effects of Avatar Appearance and Text Design on Traits of Character and Self-Expression in the Metaverse
[NO] 385/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 386/999 | Session Summary Podcast: Session 21: Machine Learning: Training at Scale 1
[NO] 387/999 | Robust Infrared UAV Detection Method Based on Spatiotemporal Transformer in Thermal Crossover Dynamic Scenarios
[NO] 388/999 | MsgFilter: Proactive Anti-Harassment Sender-Anonymous Messaging System
[NO] 389/999 | Performance Assessment of Homochiral Carbon Nanotube van der Waals Crystal Transistors
[NO] 390/999 | Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2
[NO] 391/999 | High Space-bandwidth Product Label-free Examination of iPSC-derived Brain Organoids via Fourier Ptychographic Microscopy
[NO] 392/999 | AI-assisted Mobility Management in Urban Environments using O-RAN
[NO] 393/999 | Integrated Aerial Access and Backhaul with THz-Noma for 6G Networks
[NO] 394/999 | Comparative Analysis of 5G Testbeds in Disaggregated Open RAN Architectures
[NO] 395/999 | DeepStack: A Deep-learning Integrated Cognitive Protocol Stack for Efficient Networking
[NO] 396/999 | Exploring the Integration of Virtual Reality in Multivariable Calculus: A Study on Technology Acceptance and Student Engagement
[NO] 397/999 | A Simplified Algorithm for Evaluation of the Pollution Levels from the Measurements at a Spot Affected by Multiple Contamination Sources
[NO] 398/999 | Energy Trading Potential Index for a Peer-to-Peer Smart Grid Community
[NO] 399/999 | Organisational and Technical Challenges for Conflict-free use of Civil Airport Airspace by Drones
[NO] 400/999 | Cost-Efficient and Grid-Friendly Energy Management of Electric Vehicle Fleets via Deep Q-Learning Optimization
[NO] 401/999 | Combined Synchronverter-VSM Based HVDC Transmission Design with Power-Hardware-In-the-Loop (PHIL) Implementation
[NO] 402/999 | Hyperparameter Tuning with Modified Metaheuristics for Intrusion Detection in IoT Networks
[NO] 403/999 | Area-Optimized RISC-V Matrix Extension Implementation for Edge Devices
[NO] 404/999 | Electrophysiological and Morphological Signatures of Active Versus Passive Movements in the Elbow Joint
[NO] 405/999 | Impact of Vessel Elasticity and Micropolar Fluid Behavior on Hemodynamic Performance in Microvessels Blood Flow
[NO] 406/999 | Design and Evaluation of a Skill-Independent Shooting Game for Flow Measurement Using Self-Report and HRV
[NO] 407/999 | Boundary-Spanning Search and Green Technological Innovation: The Roles of Dynamic Capabilities and Environmental Dynamism
[NO] 408/999 | Introducing Feature Selection Fusion into Person Verification Based on Finger-writing of a Simple Symbol
[NO] 409/999 | Terrestrial FSO Optics System Design: A Way to Reduce Optical Power Spill at the Receivers
[NO] 410/999 | Hybrid Block Sparsity-Integrated PMRDN for Channel Estimation in XL-MIMO OFDM Systems
[NO] 411/999 | Assessment of 21-Year Field-Exposed PV Module Performance and Degradation in the Composite Climatic Zones of India
[NO] 412/999 | Dynamic Programming for Peak Shaving with the Solar Based Ev Charging Station
[NO] 413/999 | Optimizing Rvpp Bidding Strategies in Energy and Reserve Markets Under Different Regulations
[NO] 414/999 | Detecting Changes in the Photoplethysmographic Response of the Prefrontal Cortex by an Fnirs Device
[NO] 415/999 | Rényi Entropy Based Cognitive Load Evaluation via Photoplethysmography
[NO] 416/999 | Optimizing Speech Emotion Recognition with Attention-Driven Deep CRNN
[NO] 417/999 | Modeling of Central-Loop TDEM Systems Using Explicit and Implicit FDTD Methods
[NO] 418/999 | Reconstruction of Missing Samples in Signal Defined on a Directed Graph
[NO] 419/999 | Scalability Analysis of SaaS Infomatrix ERP
[NO] 420/999 | Real-Time Kinematics Positioning GNSS Landslide Monitoring System - Comprehensive Review
[NO] 421/999 | Flexible Contract Parameterization for Battery Energy Storage Systems in Wholesale Electricity Markets
[NO] 422/999 | LLM-Based Evaluation of Utterances with Implicature Understanding
[NO] 423/999 | One Robot, Many Minds: Factors Shaping Visitors' Evaluation of an Autonomous Museum Robot Guide
[NO] 424/999 | Hybrid Robot Integrating Physical and Virtual Body Parts: Effects of Head and Arm Modalities on Social Presence
[NO] 425/999 | Cognitive Bias in AI Recommendations: Understanding and Mitigating Human-AI Decision-Making Errors
[NO] 426/999 | How Do People Evaluate Their Interactions with AI: A Qualitative Study of Emotionally Motivated AI Use and User Evaluation
[NO] 427/999 | Beyond Reciprocity: Psychological Needs as a Foundation for Human-AI Cooperation
[NO] 428/999 | Can Religious Topics Be Attributed to Agents? Exploring Interaction Design through Touch and Dialogue Strategies
[NO] 429/999 | Sound Over Touch? Exploring Modality-Driven Engagement with Photon Robot in Kindergarten Group Learning
[NO] 430/999 | Research on the Influencing Factors of Online Public Opinion Information Dissemination in the Era of Artificial Intelligence
[NO] 431/999 | Session Summary Podcast: Session 1: Handheld and Wearable Interfaces
[NO] 432/999 | Front Cover
[NO] 433/999 | Phase demodulation for distributed acoustic sensing based on improved phase-locked loop
[NO] 434/999 | A Comparative Analysis of a Leading Communication Service and a Professional Audio Streaming Tool for Academia
[NO] 435/999 | PWM Strategy for Leakage Current in a Transformerless Multinivel Inverter for PV System Applications
[NO] 436/999 | Development of A Matlab Tool to Analyze Technical, Economic, Social, and Ecological Challenges in Second-Life Battery Applications
[NO] 437/999 | Implementation of the Personal Software Process (PSP) in Software Engineering Education: A Case Study
[NO] 438/999 | ML-Aided Indoor Illumination Estimation for Supercapacitor-Based ZE-IoT with Photovoltaic Energy Harvesting
[NO] 439/999 | Weather Forecast and Energy Prediction for Solar PV Optimization
[NO] 440/999 | Enhancing Lightweight 2D Human Pose Estimation via Hierarchical Channel Attention (HCA)
[NO] 441/999 | Acoustic Foundation Model-Based Vehicle Speed Classification in Real-World Environments
[NO] 442/999 | Power Transformer Design Optimization using Single and Multi-Objective Evolutionary Algorithms
[NO] 443/999 | Imperceptibility and Robustness in GAN-Based Steganography Under Cover Image Degradations
[NO] 444/999 | High-Gain DC–DC Conversion Topology for a Renewable Energy System
[NO] 445/999 | Smart carbon dioxide biosensors based on chlorophyll, Folium apocyni herbal medicine, and Rhizoma polygonati sugar carbon dots
[NO] 446/999 | Towards a Steerable Optical Wireless Integrated Sensing and Communication System
[NO] 447/999 | Generative AI-Driven Brand Equity Growth: Evidence from GBA Enterprises
[NO] 448/999 | Analysis of the Impact of Digital Business Environment on the Development of Private Economy
[NO] 449/999 | Vertical Farm: A Unified Testbed to Address Challenges in Human-Agent Teaming Research
[NO] 450/999 | Teleoperation System Enabling Operator-Robot Dialogue for Reducing Operator Boredom during Long-Duration Tasks
[NO] 451/999 | Workshop on Socially Aware and Cooperative Intelligent Systems
[NO] 452/999 | Reviewers
[NO] 453/999 | Robot Path Planning Method Based on an Improved TD3 Algorithm
[NO] 454/999 | A Novel Measurement Framework for Sub-6 GHz Reflectarray and RIS Evaluation
[NO] 455/999 | The Raman Effect and its Application in Optical Amplifiers
[NO] 456/999 | Reducing Size Variability and Suppressing Leftover Feed in Sillago japonica Aquaculture Using a Feeding AI Trained in Simulation
[NO] 457/999 | Feasibility Analysis for the use of Satellite Internet Through Solar Panels in Connectionless Communities
[NO] 458/999 | Enhancing Power Distribution System Resilience Through Cyber-Attack Detection with Hankel Matrix Analysis
[NO] 459/999 | Application of 1D-Convolutional Neural Networks for Whispered Speech Recognition
[NO] 460/999 | Joint Learning of Graph Structure and Parametrized Graph Shift Operators
[NO] 461/999 | Exploiting Machine Learning for Industrial Defrost Cycle Characterization
[NO] 462/999 | AVATAR : An Automated Validation And Test Architecture And Platform For Emerging Radio Access Networks
